case,parallel_threshold,cost_threshold_us,cost_per_operand_us,cost_per_nesting_us,sequential_ms,forced_parallel_ms,adaptive_ms,best_baseline_ms,regret,used_parallel,disjunctions_detected,estimated_branch_count,estimated_cost_us,branch_threshold,cost_gate_threshold_us,branch_gate_passed,cost_gate_passed,branches_created,branches_pruned,nogood_hits
synthetic_complement_4x4,100,5,50,30,0.002,1.225,0.051,0.002,23.853147,false,4,6,1440,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,50,30,0.003,5034.927,0.161,0.003,46.926694,false,6,11,2880,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,50,30,0.036,555.541,0.151,0.036,4.146245,false,6,10,3240,100,240,false,true,0,0,0
hierarchy_100,100,5,50,30,0.906,0.563,0.041,0.563,0.072513,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,50,30,0.008,0.007,0.002,0.007,0.320217,false,0,1,0,100,240,false,false,0,0,0
synthetic_union_1x4,100,25,25,15,0.003,3.656,0.006,0.003,2.032799,false,1,1,140,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,25,15,0.002,0.521,0.029,0.002,17.462044,false,2,3,560,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,25,15,0.002,1.225,0.044,0.002,20.572960,false,4,6,800,100,1200,false,false,0,0,0
synthetic_union_6x8,100,25,25,15,0.003,5034.927,0.153,0.003,44.639603,false,6,11,1680,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,25,15,0.036,555.541,0.141,0.036,3.881848,false,6,10,1800,100,1200,false,true,0,0,0
hierarchy_100,100,25,25,15,0.906,0.563,0.039,0.563,0.068594,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,25,15,0.008,0.007,0.002,0.007,0.337478,false,0,1,0,100,1200,false,false,0,0,0
synthetic_union_1x4,100,25,25,30,0.003,3.656,0.011,0.003,3.979227,false,1,1,140,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,25,30,0.002,0.521,0.035,0.002,20.784220,false,2,3,560,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,25,30,0.002,1.225,0.045,0.002,21.016783,false,4,6,1040,100,1200,false,false,0,0,0
synthetic_union_6x8,100,25,25,30,0.003,5034.927,0.153,0.003,44.660923,false,6,11,1680,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,25,30,0.036,555.541,0.145,0.036,3.988801,false,6,10,2340,100,1200,false,true,0,0,0
hierarchy_100,100,25,25,30,0.906,0.563,0.036,0.563,0.063886,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,25,30,0.008,0.007,0.002,0.007,0.317145,false,0,1,0,100,1200,false,false,0,0,0
synthetic_union_1x4,100,25,50,15,0.003,3.656,0.005,0.003,1.852770,false,1,1,240,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,50,15,0.002,0.521,0.033,0.002,19.551106,false,2,3,960,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,50,15,0.002,1.225,0.045,0.002,21.165501,false,4,6,1200,100,1200,false,true,0,0,0
synthetic_union_6x8,100,25,50,15,0.003,5034.927,0.163,0.003,47.542056,false,6,11,2880,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,50,15,0.036,555.541,0.143,0.036,3.929725,false,6,10,2700,100,1200,false,true,0,0,0
hierarchy_100,100,25,50,15,0.906,0.563,0.035,0.563,0.062569,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,50,15,0.008,0.007,0.002,0.007,0.326214,false,0,1,0,100,1200,false,false,0,0,0
synthetic_union_1x4,100,25,50,30,0.003,3.656,0.005,0.003,1.759111,false,1,1,240,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,50,30,0.002,0.521,0.032,0.002,18.989839,false,2,3,960,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,50,30,0.002,1.225,0.045,0.002,21.182284,false,4,6,1440,100,1200,false,true,0,0,0
synthetic_union_6x8,100,25,50,30,0.003,5034.927,0.151,0.003,43.977220,false,6,11,2880,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,50,30,0.036,555.541,0.142,0.036,3.911565,false,6,10,3240,100,1200,false,true,0,0,0
hierarchy_100,100,25,50,30,0.906,0.563,0.041,0.563,0.073124,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,50,30,0.008,0.007,0.002,0.007,0.357519,false,0,1,0,100,1200,false,false,0,0,0
