case,parallel_threshold,cost_threshold_us,cost_per_operand_us,cost_per_nesting_us,sequential_ms,forced_parallel_ms,adaptive_ms,best_baseline_ms,regret,used_parallel,disjunctions_detected,estimated_branch_count,estimated_cost_us,branch_threshold,cost_gate_threshold_us,branch_gate_passed,cost_gate_passed,branches_created,branches_pruned,nogood_hits
univ_bench,10,1,50,15,0.008,0.007,0.007,0.007,1.090843,false,0,1,0,10,48,false,false,0,0,0
synthetic_union_1x4,10,1,50,30,0.003,3.656,0.016,0.003,5.715379,false,1,1,240,10,48,false,true,0,0,0
synthetic_union_2x8,10,1,50,30,0.002,0.521,0.088,0.002,52.828452,false,2,3,960,10,48,false,true,0,0,0
synthetic_complement_4x4,10,1,50,30,0.002,1.225,0.104,0.002,48.253147,false,4,6,1440,10,48,false,true,0,0,0
synthetic_union_6x8,10,1,50,30,0.003,5034.927,1216.388,0.003,355253.369451,true,6,11,2880,10,48,true,true,179777,0,0
synthetic_complement_6x6,10,1,50,30,0.036,555.541,769.962,0.036,21185.989489,true,6,10,3240,10,48,true,true,45079,0,0
hierarchy_100,10,1,50,30,0.906,0.563,0.173,0.563,0.308312,false,0,10,0,10,48,false,false,0,0,0
univ_bench,10,1,50,30,0.008,0.007,0.007,0.007,1.063341,false,0,1,0,10,48,false,false,0,0,0
synthetic_union_1x4,10,5,25,15,0.003,3.656,0.014,0.003,5.108236,false,1,1,140,10,240,false,false,0,0,0
synthetic_union_2x8,10,5,25,15,0.002,0.521,0.074,0.002,44.293485,false,2,3,560,10,240,false,true,0,0,0
synthetic_complement_4x4,10,5,25,15,0.002,1.225,0.102,0.002,47.475058,false,4,6,800,10,240,false,true,0,0,0
synthetic_union_6x8,10,5,25,15,0.003,5034.927,124.464,0.003,36350.402745,true,6,11,1680,10,240,true,true,38913,0,0
synthetic_complement_6x6,10,5,25,15,0.036,555.541,62.279,0.036,1713.631263,true,6,10,1800,10,240,true,true,12967,0,0
hierarchy_100,10,5,25,15,0.906,0.563,0.247,0.563,0.438117,false,0,10,0,10,240,false,false,0,0,0
univ_bench,10,5,25,15,0.008,0.007,0.005,0.007,0.775015,false,0,1,0,10,240,false,false,0,0,0
synthetic_union_1x4,10,5,25,30,0.003,3.656,0.129,0.003,47.057580,false,1,1,140,10,240,false,false,0,0,0
synthetic_union_2x8,10,5,25,30,0.002,0.521,0.061,0.002,36.329946,false,2,3,560,10,240,false,true,0,0,0
synthetic_complement_4x4,10,5,25,30,0.002,1.225,0.043,0.002,19.945921,false,4,6,1040,10,240,false,true,0,0,0
synthetic_union_6x8,10,5,25,30,0.003,5034.927,811.852,0.003,237106.191297,true,6,11,1680,10,240,true,true,184385,0,0
synthetic_complement_6x6,10,5,25,30,0.036,555.541,31.425,0.036,864.681314,true,6,10,2340,10,240,true,true,4699,0,0
hierarchy_100,10,5,25,30,0.906,0.563,0.089,0.563,0.158362,false,0,10,0,10,240,false,false,0,0,0
univ_bench,10,5,25,30,0.008,0.007,0.004,0.007,0.528672,false,0,1,0,10,240,false,false,0,0,0
synthetic_union_1x4,10,5,50,15,0.003,3.656,0.008,0.003,2.858601,false,1,1,240,10,240,false,true,0,0,0
synthetic_union_2x8,10,5,50,15,0.002,0.521,0.038,0.002,22.958159,false,2,3,960,10,240,false,true,0,0,0
synthetic_complement_4x4,10,5,50,15,0.002,1.225,0.051,0.002,23.786480,false,4,6,1200,10,240,false,true,0,0,0
synthetic_union_6x8,10,5,50,15,0.003,5034.927,2025.861,0.003,591665.125876,true,6,11,2880,10,240,true,true,212545,0,0
synthetic_complement_6x6,10,5,50,15,0.036,555.541,282.110,0.036,7762.436618,true,6,10,2700,10,240,true,true,46183,0,0
hierarchy_100,10,5,50,15,0.906,0.563,0.127,0.563,0.226492,false,0,10,0,10,240,false,false,0,0,0
univ_bench,10,5,50,15,0.008,0.007,0.005,0.007,0.742393,false,0,1,0,10,240,false,false,0,0,0
synthetic_union_1x4,10,5,50,30,0.003,3.656,0.014,0.003,5.251093,false,1,1,240,10,240,false,true,0,0,0
synthetic_union_2x8,10,5,50,30,0.002,0.521,0.050,0.002,29.847579,false,2,3,960,10,240,false,true,0,0,0
synthetic_complement_4x4,10,5,50,30,0.002,1.225,0.072,0.002,33.781352,false,4,6,1440,10,240,false,true,0,0,0
synthetic_union_6x8,10,5,50,30,0.003,5034.927,284.691,0.003,83145.761682,true,6,11,2880,10,240,true,true,80977,0,0
synthetic_complement_6x6,10,5,50,30,0.036,555.541,310.923,0.036,8555.224885,true,6,10,3240,10,240,true,true,47743,0,0
hierarchy_100,10,5,50,30,0.906,0.563,0.150,0.563,0.265830,false,0,10,0,10,240,false,false,0,0,0
univ_bench,10,5,50,30,0.008,0.007,0.005,0.007,0.687975,false,0,1,0,10,240,false,false,0,0,0
synthetic_union_1x4,10,25,25,15,0.003,3.656,0.010,0.003,3.531706,false,1,1,140,10,1200,false,false,0,0,0
synthetic_union_2x8,10,25,25,15,0.002,0.521,0.039,0.002,23.522415,false,2,3,560,10,1200,false,false,0,0,0
synthetic_complement_4x4,10,25,25,15,0.002,1.225,0.049,0.002,22.686247,false,4,6,800,10,1200,false,false,0,0,0
synthetic_union_6x8,10,25,25,15,0.003,5034.927,9461.956,0.003,2763421.698306,true,6,11,1680,10,1200,true,true,299593,0,0
synthetic_complement_6x6,10,25,25,15,0.036,555.541,58.470,0.036,1608.847729,true,6,10,1800,10,1200,true,true,6133,0,0
hierarchy_100,10,25,25,15,0.906,0.563,0.329,0.563,0.584342,false,0,10,0,10,1200,false,false,0,0,0
univ_bench,10,25,25,15,0.008,0.007,0.004,0.007,0.602106,false,0,1,0,10,1200,false,false,0,0,0
synthetic_union_1x4,10,25,25,30,0.003,3.656,0.056,0.003,20.323980,false,1,1,140,10,1200,false,false,0,0,0
synthetic_union_2x8,10,25,25,30,0.002,0.521,0.046,0.002,27.603706,false,2,3,560,10,1200,false,false,0,0,0
synthetic_complement_4x4,10,25,25,30,0.002,1.225,0.044,0.002,20.564569,false,4,6,1040,10,1200,false,false,0,0,0
synthetic_union_6x8,10,25,25,30,0.003,5034.927,483.975,0.003,141347.845794,true,6,11,1680,10,1200,true,true,89097,0,0
synthetic_complement_6x6,10,25,25,30,0.036,555.541,17.756,0.036,488.562557,true,6,10,2340,10,1200,true,true,3427,0,0
hierarchy_100,10,25,25,30,0.906,0.563,0.534,0.563,0.948457,false,0,10,0,10,1200,false,false,0,0,0
univ_bench,10,25,25,30,0.008,0.007,0.007,0.007,1.081188,false,0,1,0,10,1200,false,false,0,0,0
synthetic_union_1x4,10,25,50,15,0.003,3.656,0.012,0.003,4.266399,false,1,1,240,10,1200,false,false,0,0,0
synthetic_union_2x8,10,25,50,15,0.002,0.521,0.057,0.002,33.994620,false,2,3,960,10,1200,false,false,0,0,0
synthetic_complement_4x4,10,25,50,15,0.002,1.225,0.047,0.002,21.786480,false,4,6,1200,10,1200,false,true,0,0,0
synthetic_union_6x8,10,25,50,15,0.003,5034.927,1318.966,0.003,385211.909755,true,6,11,2880,10,1200,true,true,158545,0,0
synthetic_complement_6x6,10,25,50,15,0.036,555.541,12.854,0.036,353.684423,true,6,10,2700,10,1200,true,true,2443,0,0
hierarchy_100,10,25,50,15,0.906,0.563,0.529,0.563,0.940986,false,0,10,0,10,1200,false,false,0,0,0
univ_bench,10,25,50,15,0.008,0.007,0.006,0.007,0.810123,false,0,1,0,10,1200,false,false,0,0,0
synthetic_union_1x4,10,25,50,30,0.003,3.656,0.014,0.003,4.973397,false,1,1,240,10,1200,false,false,0,0,0
synthetic_union_2x8,10,25,50,30,0.002,0.521,0.063,0.002,37.688583,false,2,3,960,10,1200,false,false,0,0,0
synthetic_complement_4x4,10,25,50,30,0.002,1.225,0.067,0.002,31.258741,false,4,6,1440,10,1200,false,true,0,0,0
synthetic_union_6x8,10,25,50,30,0.003,5034.927,1441.687,0.003,421053.381717,true,6,11,2880,10,1200,true,true,236281,0,0
synthetic_complement_6x6,10,25,50,30,0.036,555.541,224.064,0.036,6165.253997,true,6,10,3240,10,1200,true,true,21997,0,0
hierarchy_100,10,25,50,30,0.906,0.563,0.263,0.563,0.467727,false,0,10,0,10,1200,false,false,0,0,0
univ_bench,10,25,50,30,0.008,0.007,0.005,0.007,0.764921,false,0,1,0,10,1200,false,false,0,0,0
synthetic_union_1x4,50,1,25,15,0.003,3.656,0.014,0.003,5.229592,false,1,1,140,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,25,15,0.002,0.521,0.070,0.002,41.852361,false,2,3,560,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,25,15,0.002,1.225,0.058,0.002,26.926340,false,4,6,800,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,25,15,0.003,5034.927,0.200,0.003,58.441881,false,6,11,1680,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,25,15,0.036,555.541,0.235,0.036,6.468894,false,6,10,1800,50,48,false,true,0,0,0
hierarchy_100,50,1,25,15,0.906,0.563,0.182,0.563,0.322618,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,25,15,0.008,0.007,0.005,0.007,0.752048,false,0,1,0,50,48,false,false,0,0,0
synthetic_union_1x4,50,1,25,30,0.003,3.656,0.012,0.003,4.258382,false,1,1,140,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,25,30,0.002,0.521,0.047,0.002,28.249253,false,2,3,560,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,25,30,0.002,1.225,0.048,0.002,22.356177,false,4,6,1040,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,25,30,0.003,5034.927,0.190,0.003,55.453855,false,6,11,1680,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,25,30,0.036,555.541,0.150,0.036,4.128278,false,6,10,2340,50,48,false,true,0,0,0
hierarchy_100,50,1,25,30,0.906,0.563,0.161,0.563,0.286550,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,25,30,0.008,0.007,0.004,0.007,0.567730,false,0,1,0,50,48,false,false,0,0,0
synthetic_union_1x4,50,1,50,15,0.003,3.656,0.011,0.003,3.921283,false,1,1,240,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,50,15,0.002,0.521,0.036,0.002,21.351464,false,2,3,960,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,50,15,0.002,1.225,0.048,0.002,22.530070,false,4,6,1200,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,50,15,0.003,5034.927,0.188,0.003,54.866238,false,6,11,2880,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,50,15,0.036,555.541,0.154,0.036,4.248604,false,6,10,2700,50,48,false,true,0,0,0
hierarchy_100,50,1,50,15,0.906,0.563,0.081,0.563,0.143596,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,50,15,0.008,0.007,0.003,0.007,0.441047,false,0,1,0,50,48,false,false,0,0,0
synthetic_union_1x4,50,1,50,30,0.003,3.656,0.010,0.003,3.465379,false,1,1,240,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,50,30,0.002,0.521,0.032,0.002,19.092648,false,2,3,960,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,50,30,0.002,1.225,0.045,0.002,21.031702,false,4,6,1440,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,50,30,0.003,5034.927,0.156,0.003,45.625584,false,6,11,2880,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,50,30,0.036,555.541,0.143,0.036,3.948188,false,6,10,3240,50,48,false,true,0,0,0
hierarchy_100,50,1,50,30,0.906,0.563,0.060,0.563,0.106178,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,50,30,0.008,0.007,0.003,0.007,0.439438,false,0,1,0,50,48,false,false,0,0,0
synthetic_union_1x4,50,5,25,15,0.003,3.656,0.006,0.003,2.364796,false,1,1,140,50,240,false,false,0,0,0
synthetic_union_2x8,50,5,25,15,0.002,0.521,0.044,0.002,26.002391,false,2,3,560,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,25,15,0.002,1.225,0.044,0.002,20.477855,false,4,6,800,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,25,15,0.003,5034.927,0.159,0.003,46.372956,false,6,11,1680,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,25,15,0.036,555.541,0.155,0.036,4.269433,false,6,10,1800,50,240,false,true,0,0,0
hierarchy_100,50,5,25,15,0.906,0.563,0.057,0.563,0.101532,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,25,15,0.008,0.007,0.003,0.007,0.375512,false,0,1,0,50,240,false,false,0,0,0
synthetic_union_1x4,50,5,25,30,0.003,3.656,0.012,0.003,4.322886,false,1,1,140,50,240,false,false,0,0,0
synthetic_union_2x8,50,5,25,30,0.002,0.521,0.033,0.002,19.517633,false,2,3,560,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,25,30,0.002,1.225,0.044,0.002,20.598601,false,4,6,1040,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,25,30,0.003,5034.927,0.163,0.003,47.521320,false,6,11,1680,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,25,30,0.036,555.541,0.144,0.036,3.964340,false,6,10,2340,50,240,false,true,0,0,0
hierarchy_100,50,5,25,30,0.906,0.563,0.052,0.563,0.093173,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,25,30,0.008,0.007,0.002,0.007,0.338063,false,0,1,0,50,240,false,false,0,0,0
synthetic_union_1x4,50,5,50,15,0.003,3.656,0.006,0.003,2.315962,false,1,1,240,50,240,false,true,0,0,0
synthetic_union_2x8,50,5,50,15,0.002,0.521,0.034,0.002,20.451285,false,2,3,960,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,50,15,0.002,1.225,0.049,0.002,22.900233,false,4,6,1200,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,50,15,0.003,5034.927,0.162,0.003,47.335572,false,6,11,2880,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,50,15,0.036,555.541,0.146,0.036,4.012134,false,6,10,2700,50,240,false,true,0,0,0
hierarchy_100,50,5,50,15,0.906,0.563,0.047,0.563,0.083626,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,50,15,0.008,0.007,0.002,0.007,0.355910,false,0,1,0,50,240,false,false,0,0,0
synthetic_union_1x4,50,5,50,30,0.003,3.656,0.006,0.003,2.294461,false,1,1,240,50,240,false,true,0,0,0
synthetic_union_2x8,50,5,50,30,0.002,0.521,0.030,0.002,18.014943,false,2,3,960,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,50,30,0.002,1.225,0.046,0.002,21.565967,false,4,6,1440,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,50,30,0.003,5034.927,0.156,0.003,45.471086,false,6,11,2880,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,50,30,0.036,555.541,0.140,0.036,3.856726,false,6,10,3240,50,240,false,true,0,0,0
hierarchy_100,50,5,50,30,0.906,0.563,0.047,0.563,0.084275,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,50,30,0.008,0.007,0.003,0.007,0.373903,false,0,1,0,50,240,false,false,0,0,0
synthetic_union_1x4,50,25,25,15,0.003,3.656,0.006,0.003,2.168732,false,1,1,140,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,25,15,0.002,0.521,0.029,0.002,17.630006,false,2,3,560,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,25,15,0.002,1.225,0.044,0.002,20.565035,false,4,6,800,50,1200,false,false,0,0,0
synthetic_union_6x8,50,25,25,15,0.003,5034.927,0.156,0.003,45.597255,false,6,11,1680,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,25,15,0.036,555.541,0.145,0.036,3.995790,false,6,10,1800,50,1200,false,true,0,0,0
hierarchy_100,50,25,25,15,0.906,0.563,0.051,0.563,0.090682,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,25,15,0.008,0.007,0.002,0.007,0.360591,false,0,1,0,50,1200,false,false,0,0,0
synthetic_union_1x4,50,25,25,30,0.003,3.656,0.006,0.003,2.319971,false,1,1,140,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,25,30,0.002,0.521,0.031,0.002,18.720263,false,2,3,560,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,25,30,0.002,1.225,0.045,0.002,21.161305,false,4,6,1040,50,1200,false,false,0,0,0
synthetic_union_6x8,50,25,25,30,0.003,5034.927,0.158,0.003,46.073014,false,6,11,1680,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,25,30,0.036,555.541,0.138,0.036,3.797430,false,6,10,2340,50,1200,false,true,0,0,0
hierarchy_100,50,25,25,30,0.906,0.563,0.051,0.563,0.090838,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,25,30,0.008,0.007,0.002,0.007,0.318169,false,0,1,0,50,1200,false,false,0,0,0
synthetic_union_1x4,50,25,50,15,0.003,3.656,0.006,0.003,2.275875,false,1,1,240,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,50,15,0.002,0.521,0.029,0.002,17.550508,false,2,3,960,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,50,15,0.002,1.225,0.044,0.002,20.536131,false,4,6,1200,50,1200,false,true,0,0,0
synthetic_union_6x8,50,25,50,15,0.003,5034.927,0.156,0.003,45.648657,false,6,11,2880,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,50,15,0.036,555.541,0.142,0.036,3.908235,false,6,10,2700,50,1200,false,true,0,0,0
hierarchy_100,50,25,50,15,0.906,0.563,0.049,0.563,0.087495,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,50,15,0.008,0.007,0.002,0.007,0.336015,false,0,1,0,50,1200,false,false,0,0,0
synthetic_union_1x4,50,25,50,30,0.003,3.656,0.006,0.003,2.260204,false,1,1,240,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,50,30,0.002,0.521,0.041,0.002,24.791393,false,2,3,960,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,50,30,0.002,1.225,0.044,0.002,20.696970,false,4,6,1440,50,1200,false,true,0,0,0
synthetic_union_6x8,50,25,50,30,0.003,5034.927,0.162,0.003,47.214077,false,6,11,2880,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,50,30,0.036,555.541,0.117,0.036,3.219657,false,6,10,3240,50,1200,false,true,0,0,0
hierarchy_100,50,25,50,30,0.906,0.563,0.049,0.563,0.086960,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,50,30,0.008,0.007,0.002,0.007,0.302224,false,0,1,0,50,1200,false,false,0,0,0
synthetic_union_1x4,100,1,25,15,0.003,3.656,0.006,0.003,2.283892,false,1,1,140,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,25,15,0.002,0.521,0.029,0.002,17.257621,false,2,3,560,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,25,15,0.002,1.225,0.045,0.002,21.135198,false,4,6,800,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,25,15,0.003,5034.927,0.166,0.003,48.553154,false,6,11,1680,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,25,15,0.036,555.541,0.144,0.036,3.953003,false,6,10,1800,100,48,false,true,0,0,0
hierarchy_100,100,1,25,15,0.906,0.563,0.043,0.563,0.075650,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,25,15,0.008,0.007,0.002,0.007,0.326507,false,0,1,0,100,48,false,false,0,0,0
synthetic_union_1x4,100,1,25,30,0.003,3.656,0.006,0.003,2.187318,false,1,1,140,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,25,30,0.002,0.521,0.031,0.002,18.395696,false,2,3,560,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,25,30,0.002,1.225,0.044,0.002,20.473660,false,4,6,1040,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,25,30,0.003,5034.927,0.150,0.003,43.856016,false,6,11,1680,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,25,30,0.036,555.541,0.138,0.036,3.787194,false,6,10,2340,100,48,false,true,0,0,0
hierarchy_100,100,1,25,30,0.906,0.563,0.039,0.563,0.068894,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,25,30,0.008,0.007,0.002,0.007,0.331627,false,0,1,0,100,48,false,false,0,0,0
synthetic_union_1x4,100,1,50,15,0.003,3.656,0.006,0.003,2.093659,false,1,1,240,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,50,15,0.002,0.521,0.028,0.002,16.639570,false,2,3,960,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,50,15,0.002,1.225,0.045,0.002,21.002797,false,4,6,1200,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,50,15,0.003,5034.927,0.160,0.003,46.635806,false,6,11,2880,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,50,15,0.036,555.541,0.144,0.036,3.951352,false,6,10,2700,100,48,false,true,0,0,0
hierarchy_100,100,1,50,15,0.906,0.563,0.038,0.563,0.066749,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,50,15,0.008,0.007,0.002,0.007,0.318022,false,0,1,0,100,48,false,false,0,0,0
synthetic_union_1x4,100,1,50,30,0.003,3.656,0.005,0.003,1.906706,false,1,1,240,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,50,30,0.002,0.521,0.030,0.002,17.958159,false,2,3,960,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,50,30,0.002,1.225,0.048,0.002,22.357576,false,4,6,1440,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,50,30,0.003,5034.927,0.170,0.003,49.516647,false,6,11,2880,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,50,30,0.036,555.541,0.138,0.036,3.798311,false,6,10,3240,100,48,false,true,0,0,0
hierarchy_100,100,1,50,30,0.906,0.563,0.038,0.563,0.068135,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,50,30,0.008,0.007,0.002,0.007,0.313926,false,0,1,0,100,48,false,false,0,0,0
synthetic_union_1x4,100,5,25,15,0.003,3.656,0.006,0.003,2.033892,false,1,1,140,100,240,false,false,0,0,0
synthetic_union_2x8,100,5,25,15,0.002,0.521,0.031,0.002,18.739988,false,2,3,560,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,25,15,0.002,1.225,0.045,0.002,21.111422,false,4,6,800,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,25,15,0.003,5034.927,0.149,0.003,43.457068,false,6,11,1680,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,25,15,0.036,555.541,0.144,0.036,3.958699,false,6,10,1800,100,240,false,true,0,0,0
hierarchy_100,100,5,25,15,0.906,0.563,0.043,0.563,0.076204,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,25,15,0.008,0.007,0.002,0.007,0.335284,false,0,1,0,100,240,false,false,0,0,0
synthetic_union_1x4,100,5,25,30,0.003,3.656,0.006,0.003,2.334548,false,1,1,140,100,240,false,false,0,0,0
synthetic_union_2x8,100,5,25,30,0.002,0.521,0.032,0.002,19.208607,false,2,3,560,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,25,30,0.002,1.225,0.051,0.002,23.745921,false,4,6,1040,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,25,30,0.003,5034.927,0.159,0.003,46.560748,false,6,11,1680,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,25,30,0.036,555.541,0.112,0.036,3.094489,false,6,10,2340,100,240,false,true,0,0,0
hierarchy_100,100,5,25,30,0.906,0.563,0.035,0.563,0.062309,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,25,30,0.008,0.007,0.002,0.007,0.289497,false,0,1,0,100,240,false,false,0,0,0
synthetic_union_1x4,100,5,50,15,0.003,3.656,0.004,0.003,1.541181,false,1,1,240,100,240,false,true,0,0,0
synthetic_union_2x8,100,5,50,15,0.002,0.521,0.031,0.002,18.765093,false,2,3,960,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,50,15,0.002,1.225,0.045,0.002,20.824709,false,4,6,1200,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,50,15,0.003,5034.927,0.157,0.003,45.837617,false,6,11,2880,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,50,15,0.036,555.541,0.142,0.036,3.896376,false,6,10,2700,100,240,false,true,0,0,0
hierarchy_100,100,5,50,15,0.906,0.563,0.038,0.563,0.066866,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,50,15,0.008,0.007,0.002,0.007,0.331919,false,0,1,0,100,240,false,false,0,0,0
synthetic_union_1x4,100,5,50,30,0.003,3.656,0.005,0.003,1.756560,false,1,1,240,100,240,false,true,0,0,0
synthetic_union_2x8,100,5,50,30,0.002,0.521,0.033,0.002,19.812911,false,2,3,960,100,240,false,true,0,0,0
