ontology,baseline_status,baseline_wall_ms,prev_exp_status,prev_exp_wall_ms,opt_exp_status,opt_exp_wall_ms,speedup_base_over_opt,speedup_prev_exp_over_opt,baseline_note
chebi.owl,timeout,1802495,success,1518932,success,880640,2.047,1.725,lower_bound_due_to_timeout
