case,parallel_threshold,cost_threshold_us,cost_per_operand_us,cost_per_nesting_us,sequential_ms,forced_parallel_ms,adaptive_ms,best_baseline_ms,regret,used_parallel,disjunctions_detected,estimated_branch_count,estimated_cost_us,branch_threshold,cost_gate_threshold_us,branch_gate_passed,cost_gate_passed,branches_created,branches_pruned,nogood_hits
synthetic_union_1x4,50,1,50,15,0.003,3.926,0.034,0.003,10.794053,false,1,1,240,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,50,15,0.002,0.754,0.242,0.002,133.267070,false,2,3,960,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,50,15,0.037,0.958,0.083,0.037,2.252383,false,4,6,1200,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,50,15,0.062,2969.255,0.252,0.062,4.046180,false,6,11,2880,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,50,15,0.097,627.892,0.218,0.097,2.242420,false,6,10,2700,50,48,false,true,0,0,0
hierarchy_100,50,1,50,15,0.292,0.082,0.212,0.082,2.575754,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,50,15,0.006,0.005,0.005,0.005,0.925225,false,0,1,0,50,48,false,false,0,0,0
disjunctive_5k,50,1,50,15,5.316,773.203,1045.602,5.316,196.695675,true,1000,1500,120000,50,48,true,true,1267,0,0
synthetic_union_1x4,50,1,50,30,0.003,3.926,0.264,0.003,83.664663,false,1,1,240,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,50,30,0.002,0.754,0.239,0.002,131.388216,false,2,3,960,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,50,30,0.037,0.958,0.135,0.037,3.636101,false,4,6,1440,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,50,30,0.062,2969.255,0.388,0.062,6.218799,false,6,11,2880,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,50,30,0.097,627.892,0.403,0.097,4.148241,false,6,10,3240,50,48,false,true,0,0,0
hierarchy_100,50,1,50,30,0.292,0.082,0.322,0.082,3.911714,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,50,30,0.006,0.005,0.006,0.005,1.179497,false,0,1,0,50,48,false,false,0,0,0
disjunctive_5k,50,1,50,30,5.316,773.203,1459.712,5.316,274.596867,true,1000,1500,120000,50,48,true,true,1653,0,0
synthetic_union_1x4,50,5,25,15,0.003,3.926,0.058,0.003,18.450490,false,1,1,140,50,240,false,false,0,0,0
synthetic_union_2x8,50,5,25,15,0.002,0.754,0.416,0.002,229.043502,false,2,3,560,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,25,15,0.037,0.958,0.107,0.037,2.888430,false,4,6,800,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,25,15,0.062,2969.255,0.370,0.062,5.937486,false,6,11,1680,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,25,15,0.097,627.892,0.374,0.097,3.852747,false,6,10,1800,50,240,false,true,0,0,0
hierarchy_100,50,5,25,15,0.292,0.082,0.329,0.082,3.999611,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,25,15,0.006,0.005,0.006,0.005,1.093147,false,0,1,0,50,240,false,false,0,0,0
disjunctive_5k,50,5,25,15,5.316,773.203,1393.091,5.316,262.064342,true,1000,1500,70000,50,240,true,true,1455,0,0
synthetic_union_1x4,50,5,25,30,0.003,3.926,0.072,0.003,22.853527,false,1,1,140,50,240,false,false,0,0,0
synthetic_union_2x8,50,5,25,30,0.002,0.754,0.179,0.002,98.386564,false,2,3,560,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,25,30,0.037,0.958,0.111,0.037,2.998299,false,4,6,1040,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,25,30,0.062,2969.255,0.346,0.062,5.542061,false,6,11,1680,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,25,30,0.097,627.892,0.323,0.097,3.324270,false,6,10,2340,50,240,false,true,0,0,0
hierarchy_100,50,5,25,30,0.292,0.082,0.310,0.082,3.762976,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,25,30,0.006,0.005,0.006,0.005,1.085982,false,0,1,0,50,240,false,false,0,0,0
disjunctive_5k,50,5,25,30,5.316,773.203,1435.057,5.316,269.958926,true,1000,1500,70000,50,240,true,true,1795,0,0
synthetic_union_1x4,50,5,50,15,0.003,3.926,0.028,0.003,8.756723,false,1,1,240,50,240,false,true,0,0,0
synthetic_union_2x8,50,5,50,15,0.002,0.754,0.245,0.002,134.902533,false,2,3,960,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,50,15,0.037,0.958,0.074,0.037,1.999919,false,4,6,1200,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,50,15,0.062,2969.255,0.251,0.062,4.026769,false,6,11,2880,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,50,15,0.097,627.892,0.228,0.097,2.350616,false,6,10,2700,50,240,false,true,0,0,0
hierarchy_100,50,5,50,15,0.292,0.082,0.196,0.082,2.382350,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,50,15,0.006,0.005,0.005,0.005,0.965644,false,0,1,0,50,240,false,false,0,0,0
disjunctive_5k,50,5,50,15,5.316,773.203,1635.413,5.316,307.649367,true,1000,1500,120000,50,240,true,true,1927,0,0
synthetic_union_1x4,50,5,50,30,0.003,3.926,0.040,0.003,12.790573,false,1,1,240,50,240,false,true,0,0,0
synthetic_union_2x8,50,5,50,30,0.002,0.754,0.162,0.002,89.104075,false,2,3,960,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,50,30,0.037,0.958,0.105,0.037,2.824706,false,4,6,1440,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,50,30,0.062,2969.255,0.302,0.062,4.846007,false,6,11,2880,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,50,30,0.097,627.892,0.267,0.097,2.748153,false,6,10,3240,50,240,false,true,0,0,0
hierarchy_100,50,5,50,30,0.292,0.082,0.097,0.082,1.183069,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,50,30,0.006,0.005,0.006,0.005,1.129524,false,0,1,0,50,240,false,false,0,0,0
disjunctive_5k,50,5,50,30,5.316,773.203,1609.209,5.316,302.719825,true,1000,1500,120000,50,240,true,true,1343,0,0
synthetic_union_1x4,50,25,25,15,0.003,3.926,0.048,0.003,15.247706,false,1,1,140,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,25,15,0.002,0.754,0.174,0.002,95.851322,false,2,3,560,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,25,15,0.037,0.958,0.135,0.037,3.646362,false,4,6,800,50,1200,false,false,0,0,0
synthetic_union_6x8,50,25,25,15,0.062,2969.255,0.432,0.062,6.928990,false,6,11,1680,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,25,15,0.097,627.892,0.367,0.097,3.775878,false,6,10,1800,50,1200,false,true,0,0,0
hierarchy_100,50,25,25,15,0.292,0.082,0.398,0.082,4.835414,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,25,15,0.006,0.005,0.006,0.005,1.124012,false,0,1,0,50,1200,false,false,0,0,0
disjunctive_5k,50,25,25,15,5.316,773.203,953.994,5.316,179.462760,true,1000,1500,70000,50,1200,true,true,835,0,0
synthetic_union_1x4,50,25,25,30,0.003,3.926,0.038,0.003,11.875672,false,1,1,140,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,25,30,0.002,0.754,0.098,0.002,53.831498,false,2,3,560,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,25,30,0.037,0.958,0.104,0.037,2.798380,false,4,6,1040,50,1200,false,false,0,0,0
synthetic_union_6x8,50,25,25,30,0.062,2969.255,0.373,0.062,5.985157,false,6,11,1680,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,25,30,0.097,627.892,0.346,0.097,3.558590,false,6,10,2340,50,1200,false,true,0,0,0
hierarchy_100,50,25,25,30,0.292,0.082,0.320,0.082,3.891470,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,25,30,0.006,0.005,0.006,0.005,1.087452,false,0,1,0,50,1200,false,false,0,0,0
disjunctive_5k,50,25,25,30,5.316,773.203,1261.858,5.316,237.377255,true,1000,1500,70000,50,1200,true,true,935,0,0
synthetic_union_1x4,50,25,50,15,0.003,3.926,0.038,0.003,11.960772,false,1,1,240,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,50,15,0.002,0.754,0.172,0.002,94.631057,false,2,3,960,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,50,15,0.037,0.958,0.123,0.037,3.328797,false,4,6,1200,50,1200,false,true,0,0,0
synthetic_union_6x8,50,25,50,15,0.062,2969.255,0.375,0.062,6.007518,false,6,11,2880,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,50,15,0.097,627.892,0.356,0.097,3.659099,false,6,10,2700,50,1200,false,true,0,0,0
hierarchy_100,50,25,50,15,0.292,0.082,0.342,0.082,4.156814,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,50,15,0.006,0.005,0.005,0.005,1.009186,false,0,1,0,50,1200,false,false,0,0,0
disjunctive_5k,50,25,50,15,5.316,773.203,1815.284,5.316,341.486219,true,1000,1500,120000,50,1200,true,true,1705,0,0
synthetic_union_1x4,50,25,50,30,0.003,3.926,0.241,0.003,76.202151,false,1,1,240,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,50,30,0.002,0.754,0.164,0.002,90.036344,false,2,3,960,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,50,30,0.037,0.958,0.123,0.037,3.326583,false,4,6,1440,50,1200,false,true,0,0,0
synthetic_union_6x8,50,25,50,30,0.062,2969.255,0.357,0.062,5.718799,false,6,11,2880,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,50,30,0.097,627.892,0.339,0.097,3.488185,false,6,10,3240,50,1200,false,true,0,0,0
hierarchy_100,50,25,50,30,0.292,0.082,0.306,0.082,3.720351,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,50,30,0.006,0.005,0.006,0.005,1.149366,false,0,1,0,50,1200,false,false,0,0,0
disjunctive_5k,50,25,50,30,5.316,773.203,1962.210,5.316,369.125536,true,1000,1500,120000,50,1200,true,true,1785,0,0
synthetic_union_1x4,100,1,25,15,0.003,3.926,0.169,0.003,53.507434,false,1,1,140,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,25,15,0.002,0.754,0.474,0.002,260.831498,false,2,3,560,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,25,15,0.037,0.958,0.240,0.037,6.493695,false,4,6,800,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,25,15,0.062,2969.255,0.965,0.062,15.472959,false,6,11,1680,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,25,15,0.097,627.892,0.398,0.097,4.099839,false,6,10,1800,100,48,false,true,0,0,0
hierarchy_100,100,1,25,15,0.292,0.082,0.425,0.082,5.163238,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,25,15,0.006,0.005,0.006,0.005,1.104170,false,0,1,0,100,48,false,false,0,0,0
disjunctive_5k,100,1,25,15,5.316,773.203,492.494,5.316,92.646576,true,1000,1500,70000,100,48,true,true,493,0,0
synthetic_union_1x4,100,1,25,30,0.003,3.926,0.024,0.003,7.515343,false,1,1,140,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,25,30,0.002,0.754,0.127,0.002,69.682819,false,2,3,560,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,25,30,0.037,0.958,0.072,0.037,1.955286,false,4,6,1040,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,25,30,0.062,2969.255,0.196,0.062,3.149553,false,6,11,1680,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,25,30,0.097,627.892,0.180,0.097,1.850153,false,6,10,2340,100,48,false,true,0,0,0
hierarchy_100,100,1,25,30,0.292,0.082,0.182,0.082,2.212506,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,25,30,0.006,0.005,0.003,0.005,0.636414,false,0,1,0,100,48,false,false,0,0,0
disjunctive_5k,100,1,25,30,5.316,773.203,693.866,5.316,130.528168,true,1000,1500,70000,100,48,true,true,757,0,0
synthetic_union_1x4,100,1,50,15,0.003,3.926,0.050,0.003,15.964252,false,1,1,240,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,50,15,0.002,0.754,0.337,0.002,185.433921,false,2,3,960,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,50,15,0.037,0.958,0.159,0.037,4.281463,false,4,6,1200,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,50,15,0.062,2969.255,0.463,0.062,7.423204,false,6,11,2880,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,50,15,0.097,627.892,0.362,0.097,3.729648,false,6,10,2700,100,48,false,true,0,0,0
hierarchy_100,100,1,50,15,0.292,0.082,0.338,0.082,4.102689,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,50,15,0.006,0.005,0.007,0.005,1.197685,false,0,1,0,100,48,false,false,0,0,0
disjunctive_5k,100,1,50,15,5.316,773.203,1033.139,5.316,194.351170,true,1000,1500,120000,100,48,true,true,1137,0,0
synthetic_union_1x4,100,1,50,30,0.003,3.926,0.152,0.003,47.952547,false,1,1,240,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,50,30,0.002,0.754,0.703,0.002,386.953194,false,2,3,960,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,50,30,0.037,0.958,0.105,0.037,2.835804,false,4,6,1440,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,50,30,0.062,2969.255,0.360,0.062,5.773363,false,6,11,2880,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,50,30,0.097,627.892,0.349,0.097,3.587304,false,6,10,3240,100,48,false,true,0,0,0
hierarchy_100,100,1,50,30,0.292,0.082,0.308,0.082,3.734523,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,50,30,0.006,0.005,0.006,0.005,1.176741,false,0,1,0,100,48,false,false,0,0,0
disjunctive_5k,100,1,50,30,5.316,773.203,463.960,5.316,87.278783,true,1000,1500,120000,100,48,true,true,515,0,0
synthetic_union_1x4,100,5,25,15,0.003,3.926,0.126,0.003,39.848466,false,1,1,140,100,240,false,false,0,0,0
synthetic_union_2x8,100,5,25,15,0.002,0.754,0.148,0.002,81.494493,false,2,3,560,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,25,15,0.037,0.958,0.083,0.037,2.232645,false,4,6,800,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,25,15,0.062,2969.255,0.256,0.062,4.106578,false,6,11,1680,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,25,15,0.097,627.892,0.239,0.097,2.455067,false,6,10,1800,100,240,false,true,0,0,0
hierarchy_100,100,5,25,15,0.292,0.082,0.212,0.082,2.573045,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,25,15,0.006,0.005,0.006,0.005,1.036193,false,0,1,0,100,240,false,false,0,0,0
disjunctive_5k,100,5,25,15,5.316,773.203,1001.041,5.316,188.313124,true,1000,1500,70000,100,240,true,true,1559,0,0
synthetic_union_1x4,100,5,25,30,0.003,3.926,0.036,0.003,11.368871,false,1,1,140,100,240,false,false,0,0,0
synthetic_union_2x8,100,5,25,30,0.002,0.754,0.125,0.002,68.753304,false,2,3,560,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,25,30,0.037,0.958,0.084,0.037,2.261050,false,4,6,1040,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,25,30,0.062,2969.255,0.276,0.062,4.427676,false,6,11,1680,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,25,30,0.097,627.892,0.262,0.097,2.694049,false,6,10,2340,100,240,false,true,0,0,0
hierarchy_100,100,5,25,30,0.292,0.082,0.303,0.082,3.682195,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,25,30,0.006,0.005,0.006,0.005,1.022598,false,0,1,0,100,240,false,false,0,0,0
disjunctive_5k,100,5,25,30,5.316,773.203,1399.500,5.316,263.269956,true,1000,1500,70000,100,240,true,true,1457,0,0
synthetic_union_1x4,100,5,50,15,0.003,3.926,0.046,0.003,14.396710,false,1,1,240,100,240,false,true,0,0,0
synthetic_union_2x8,100,5,50,15,0.002,0.754,0.125,0.002,68.640969,false,2,3,960,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,50,15,0.037,0.958,0.111,0.037,3.007695,false,4,6,1200,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,50,15,0.062,2969.255,0.366,0.062,5.868127,false,6,11,2880,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,50,15,0.097,627.892,0.289,0.097,2.978552,false,6,10,2700,100,240,false,true,0,0,0
hierarchy_100,100,5,50,15,0.292,0.082,0.096,0.082,1.169650,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,50,15,0.006,0.005,0.007,0.005,1.205034,false,0,1,0,100,240,false,false,0,0,0
disjunctive_5k,100,5,50,15,5.316,773.203,2326.374,5.316,437.630950,true,1000,1500,120000,100,240,true,true,1635,0,0
synthetic_union_1x4,100,5,50,30,0.003,3.926,0.051,0.003,16.057260,false,1,1,240,100,240,false,true,0,0,0
synthetic_union_2x8,100,5,50,30,0.002,0.754,0.222,0.002,122.372797,false,2,3,960,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,50,30,0.037,0.958,0.185,0.037,4.997084,false,4,6,1440,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,50,30,0.062,2969.255,0.542,0.062,8.681451,false,6,11,2880,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,50,30,0.097,627.892,0.461,0.097,4.741504,false,6,10,3240,100,240,false,true,0,0,0
hierarchy_100,100,5,50,30,0.292,0.082,0.110,0.082,1.336993,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,50,30,0.006,0.005,0.007,0.005,1.336028,false,0,1,0,100,240,false,false,0,0,0
disjunctive_5k,100,5,50,30,5.316,773.203,3824.755,5.316,719.502217,true,1000,1500,120000,100,240,true,true,2047,0,0
synthetic_union_1x4,100,25,25,15,0.003,3.926,0.039,0.003,12.399557,false,1,1,140,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,25,15,0.002,0.754,0.154,0.002,84.924009,false,2,3,560,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,25,15,0.037,0.958,0.136,0.037,3.665506,false,4,6,800,100,1200,false,false,0,0,0
synthetic_union_6x8,100,25,25,15,0.062,2969.255,0.308,0.062,4.935098,false,6,11,1680,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,25,15,0.097,627.892,0.333,0.097,3.424912,false,6,10,1800,100,1200,false,true,0,0,0
hierarchy_100,100,25,25,15,0.292,0.082,0.098,0.082,1.184648,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,25,15,0.006,0.005,0.006,0.005,1.097740,false,0,1,0,100,1200,false,false,0,0,0
disjunctive_5k,100,25,25,15,5.316,773.203,1614.870,5.316,303.784852,true,1000,1500,70000,100,1200,true,true,1639,0,0
synthetic_union_1x4,100,25,25,30,0.003,3.926,0.068,0.003,21.377096,false,1,1,140,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,25,30,0.002,0.754,0.186,0.002,102.240639,false,2,3,560,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,25,30,0.037,0.958,0.120,0.037,3.238423,false,4,6,1040,100,1200,false,false,0,0,0
synthetic_union_6x8,100,25,25,30,0.062,2969.255,0.299,0.062,4.796958,false,6,11,1680,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,25,30,0.097,627.892,0.271,0.097,2.787848,false,6,10,2340,100,1200,false,true,0,0,0
hierarchy_100,100,25,25,30,0.292,0.082,0.098,0.082,1.190525,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,25,30,0.006,0.005,0.007,0.005,1.221202,false,0,1,0,100,1200,false,false,0,0,0
disjunctive_5k,100,25,25,30,5.316,773.203,985.736,5.316,185.433856,true,1000,1500,70000,100,1200,true,true,1005,0,0
synthetic_union_1x4,100,25,50,15,0.003,3.926,0.041,0.003,12.916798,false,1,1,240,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,50,15,0.002,0.754,0.150,0.002,82.442181,false,2,3,960,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,50,15,0.037,0.958,0.126,0.037,3.398974,false,4,6,1200,100,1200,false,true,0,0,0
synthetic_union_6x8,100,25,50,15,0.062,2969.255,0.313,0.062,5.020277,false,6,11,2880,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,50,15,0.097,627.892,0.275,0.097,2.829302,false,6,10,2700,100,1200,false,true,0,0,0
hierarchy_100,100,25,50,15,0.292,0.082,0.100,0.082,1.211668,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,50,15,0.006,0.005,0.006,0.005,1.123461,false,0,1,0,100,1200,false,false,0,0,0
disjunctive_5k,100,25,50,15,5.316,773.203,1113.102,5.316,209.393573,true,1000,1500,120000,100,1200,true,true,1067,0,0
synthetic_union_1x4,100,25,50,30,0.003,3.926,0.046,0.003,14.638722,false,1,1,240,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,50,30,0.002,0.754,0.164,0.002,90.340308,false,2,3,960,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,50,30,0.037,0.958,0.104,0.037,2.811557,false,4,6,1440,100,1200,false,true,0,0,0
synthetic_union_6x8,100,25,50,30,0.062,2969.255,0.299,0.062,4.795082,false,6,11,2880,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,50,30,0.097,627.892,0.278,0.097,2.865231,false,6,10,3240,100,1200,false,true,0,0,0
hierarchy_100,100,25,50,30,0.292,0.082,0.113,0.082,1.371578,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,50,30,0.006,0.005,0.007,0.005,1.206504,false,0,1,0,100,1200,false,false,0,0,0
disjunctive_5k,100,25,50,30,5.316,773.203,1628.772,5.316,306.400065,true,1000,1500,120000,100,1200,true,true,1519,0,0
