case,parallel_threshold,cost_threshold_us,cost_per_operand_us,cost_per_nesting_us,sequential_ms,forced_parallel_ms,adaptive_ms,best_baseline_ms,regret,used_parallel,disjunctions_detected,estimated_branch_count,estimated_cost_us,branch_threshold,cost_gate_threshold_us,branch_gate_passed,cost_gate_passed,branches_created,branches_pruned,nogood_hits
synthetic_union_1x4,50,500,50,30,0.003,0.247,0.008,0.003,2.201067,false,1,1,240,50,24000,false,false,0,0,0
synthetic_union_2x8,50,500,50,30,0.006,0.431,0.041,0.006,7.008471,false,2,1,960,50,24000,false,false,0,0,0
synthetic_complement_4x4,50,500,50,30,0.005,2.222,0.062,0.005,13.636535,false,4,2,1440,50,24000,false,false,0,0,0
hierarchy_100,50,500,50,30,0.036,0.036,0.031,0.036,0.858540,false,0,10,0,50,24000,false,false,0,0,0
univ_bench,50,500,50,30,0.009,0.007,0.006,0.007,0.921910,false,0,1,0,50,24000,false,false,0,0,0
synthetic_union_1x4,50,500,75,15,0.003,0.204,0.015,0.003,4.420511,false,1,1,340,50,24000,false,false,0,0,0
synthetic_union_2x8,50,500,75,15,0.004,0.406,0.093,0.004,25.636076,false,2,1,1360,50,24000,false,false,0,0,0
synthetic_complement_4x4,50,500,75,15,0.007,3.770,0.057,0.007,8.202379,false,4,2,1600,50,24000,false,false,0,0,0
hierarchy_100,50,500,75,15,0.039,0.044,0.035,0.039,0.905235,false,0,10,0,50,24000,false,false,0,0,0
univ_bench,50,500,75,15,0.009,0.007,0.007,0.007,0.930776,false,0,1,0,50,24000,false,false,0,0,0
synthetic_union_1x4,50,500,75,30,0.003,0.242,0.018,0.003,5.173107,false,1,1,340,50,24000,false,false,0,0,0
synthetic_union_2x8,50,500,75,30,0.009,0.518,0.069,0.009,7.788215,false,2,1,1360,50,24000,false,false,0,0,0
synthetic_complement_4x4,50,500,75,30,0.006,1.661,0.070,0.006,12.765213,false,4,2,1840,50,24000,false,false,0,0,0
hierarchy_100,50,500,75,30,0.040,0.032,0.032,0.032,1.007482,false,0,10,0,50,24000,false,false,0,0,0
univ_bench,50,500,75,30,0.008,0.007,0.006,0.007,0.886941,false,0,1,0,50,24000,false,false,0,0,0
synthetic_union_1x4,50,1000,25,15,0.003,0.211,0.012,0.003,3.464259,false,1,1,140,50,48000,false,false,0,0,0
synthetic_union_2x8,50,1000,25,15,0.011,0.465,0.061,0.011,5.774511,false,2,1,560,50,48000,false,false,0,0,0
synthetic_complement_4x4,50,1000,25,15,0.005,2.808,0.053,0.005,10.629987,false,4,2,800,50,48000,false,false,0,0,0
hierarchy_100,50,1000,25,15,0.041,0.031,0.032,0.031,1.005749,false,0,10,0,50,48000,false,false,0,0,0
univ_bench,50,1000,25,15,0.009,0.007,0.006,0.007,0.963860,false,0,1,0,50,48000,false,false,0,0,0
synthetic_union_1x4,50,1000,25,30,0.003,0.211,0.022,0.003,6.710034,false,1,1,140,50,48000,false,false,0,0,0
synthetic_union_2x8,50,1000,25,30,0.017,0.499,0.054,0.017,3.218723,false,2,1,560,50,48000,false,false,0,0,0
synthetic_complement_4x4,50,1000,25,30,0.006,1.342,0.060,0.006,9.769099,false,4,2,1040,50,48000,false,false,0,0,0
hierarchy_100,50,1000,25,30,0.088,0.056,0.059,0.056,1.062544,false,0,10,0,50,48000,false,false,0,0,0
univ_bench,50,1000,25,30,0.013,0.007,0.006,0.007,0.947271,false,0,1,0,50,48000,false,false,0,0,0
synthetic_union_1x4,50,1000,50,15,0.004,0.331,0.023,0.004,5.471302,false,1,1,240,50,48000,false,false,0,0,0
synthetic_union_2x8,50,1000,50,15,0.005,0.500,0.036,0.005,6.968612,false,2,1,960,50,48000,false,false,0,0,0
synthetic_complement_4x4,50,1000,50,15,0.005,0.938,0.101,0.005,19.303430,false,4,2,1200,50,48000,false,false,0,0,0
hierarchy_100,50,1000,50,15,0.065,0.038,0.037,0.038,0.973350,false,0,10,0,50,48000,false,false,0,0,0
univ_bench,50,1000,50,15,0.009,0.006,0.006,0.006,1.040646,false,0,1,0,50,48000,false,false,0,0,0
synthetic_union_1x4,50,1000,50,30,0.004,0.378,0.007,0.004,1.936722,false,1,1,240,50,48000,false,false,0,0,0
synthetic_union_2x8,50,1000,50,30,0.005,0.411,0.103,0.005,19.505027,false,2,1,960,50,48000,false,false,0,0,0
synthetic_complement_4x4,50,1000,50,30,0.005,1.366,0.075,0.005,13.844362,false,4,2,1440,50,48000,false,false,0,0,0
hierarchy_100,50,1000,50,30,0.056,0.037,0.036,0.037,0.973926,false,0,10,0,50,48000,false,false,0,0,0
univ_bench,50,1000,50,30,0.008,0.006,0.006,0.006,0.950487,false,0,1,0,50,48000,false,false,0,0,0
synthetic_union_1x4,50,1000,75,15,0.003,0.335,0.007,0.003,2.029930,false,1,1,340,50,48000,false,false,0,0,0
synthetic_union_2x8,50,1000,75,15,0.004,0.425,0.094,0.004,25.668076,false,2,1,1360,50,48000,false,false,0,0,0
synthetic_complement_4x4,50,1000,75,15,0.005,0.989,0.077,0.005,15.990092,false,4,2,1600,50,48000,false,false,0,0,0
hierarchy_100,50,1000,75,15,0.038,0.032,0.031,0.032,0.977752,false,0,10,0,50,48000,false,false,0,0,0
univ_bench,50,1000,75,15,0.008,0.008,0.006,0.008,0.752693,false,0,1,0,50,48000,false,false,0,0,0
synthetic_union_1x4,50,1000,75,30,0.003,0.267,0.019,0.003,5.671283,false,1,1,340,50,48000,false,false,0,0,0
synthetic_union_2x8,50,1000,75,30,0.006,0.446,0.059,0.006,10.064656,false,2,1,1360,50,48000,false,false,0,0,0
synthetic_complement_4x4,50,1000,75,30,0.006,1.335,0.051,0.006,8.197948,false,4,2,1840,50,48000,false,false,0,0,0
hierarchy_100,50,1000,75,30,0.045,0.032,0.031,0.032,0.973758,false,0,10,0,50,48000,false,false,0,0,0
univ_bench,50,1000,75,30,0.007,0.006,0.005,0.006,0.972793,false,0,1,0,50,48000,false,false,0,0,0
synthetic_union_1x4,100,250,25,15,0.003,0.229,0.015,0.003,4.568853,false,1,1,140,100,12000,false,false,0,0,0
synthetic_union_2x8,100,250,25,15,0.012,0.423,0.059,0.012,4.852464,false,2,1,560,100,12000,false,false,0,0,0
synthetic_complement_4x4,100,250,25,15,0.008,1.932,0.061,0.008,7.852560,false,4,2,800,100,12000,false,false,0,0,0
hierarchy_100,100,250,25,15,0.034,0.030,0.031,0.030,1.035333,false,0,10,0,100,12000,false,false,0,0,0
univ_bench,100,250,25,15,0.008,0.006,0.005,0.006,0.933271,false,0,1,0,100,12000,false,false,0,0,0
synthetic_union_1x4,100,250,25,30,0.003,0.278,0.016,0.003,4.782214,false,1,1,140,100,12000,false,false,0,0,0
synthetic_union_2x8,100,250,25,30,0.005,0.444,0.060,0.005,12.899539,false,2,1,560,100,12000,false,false,0,0,0
synthetic_complement_4x4,100,250,25,30,0.017,1.643,0.101,0.017,6.032097,false,4,2,1040,100,12000,false,false,0,0,0
hierarchy_100,100,250,25,30,0.051,0.046,0.045,0.046,0.976040,false,0,10,0,100,12000,false,false,0,0,0
univ_bench,100,250,25,30,0.010,0.008,0.008,0.008,0.929505,false,0,1,0,100,12000,false,false,0,0,0
synthetic_union_1x4,100,250,50,15,0.008,0.315,0.015,0.008,1.964810,false,1,1,240,100,12000,false,false,0,0,0
synthetic_union_2x8,100,250,50,15,0.014,0.464,0.080,0.014,5.894526,false,2,1,960,100,12000,false,false,0,0,0
synthetic_complement_4x4,100,250,50,15,0.007,0.645,0.086,0.007,12.738213,false,4,2,1200,100,12000,false,false,0,0,0
hierarchy_100,100,250,50,15,0.050,0.052,0.034,0.050,0.683409,false,0,10,0,100,12000,false,false,0,0,0
univ_bench,100,250,50,15,0.008,0.006,0.005,0.006,0.948743,false,0,1,0,100,12000,false,false,0,0,0
synthetic_union_1x4,100,250,50,30,0.003,0.238,0.013,0.003,3.756628,false,1,1,240,100,12000,false,false,0,0,0
synthetic_union_2x8,100,250,50,30,0.006,0.394,0.048,0.006,8.733695,false,2,1,960,100,12000,false,false,0,0,0
synthetic_complement_4x4,100,250,50,30,0.004,2.671,0.075,0.004,16.794200,false,4,2,1440,100,12000,false,false,0,0,0
hierarchy_100,100,250,50,30,0.052,0.044,0.043,0.044,0.985600,false,0,10,0,100,12000,false,false,0,0,0
univ_bench,100,250,50,30,0.011,0.008,0.008,0.008,1.002575,false,0,1,0,100,12000,false,false,0,0,0
synthetic_union_1x4,100,250,75,15,0.005,0.222,0.016,0.005,3.418061,false,1,1,340,100,12000,false,false,0,0,0
synthetic_union_2x8,100,250,75,15,0.009,0.502,0.080,0.009,9.312390,false,2,1,1360,100,12000,false,false,0,0,0
synthetic_complement_4x4,100,250,75,15,0.006,1.605,0.082,0.006,13.055811,false,4,2,1600,100,12000,false,false,0,0,0
hierarchy_100,100,250,75,15,0.039,0.035,0.032,0.035,0.937853,false,0,10,0,100,12000,false,false,0,0,0
univ_bench,100,250,75,15,0.008,0.006,0.006,0.006,1.036584,false,0,1,0,100,12000,false,false,0,0,0
synthetic_union_1x4,100,250,75,30,0.003,0.305,0.007,0.003,1.958465,false,1,1,340,100,12000,false,false,0,0,0
synthetic_union_2x8,100,250,75,30,0.006,0.448,0.084,0.006,13.069787,false,2,1,1360,100,12000,false,false,0,0,0
synthetic_complement_4x4,100,250,75,30,0.012,1.426,0.086,0.012,7.177085,false,4,2,1840,100,12000,false,false,0,0,0
hierarchy_100,100,250,75,30,0.038,0.032,0.031,0.032,0.979755,false,0,10,0,100,12000,false,false,0,0,0
univ_bench,100,250,75,30,0.008,0.006,0.006,0.006,0.943467,false,0,1,0,100,12000,false,false,0,0,0
synthetic_union_1x4,100,500,25,15,0.003,0.244,0.008,0.003,2.385154,false,1,1,140,100,24000,false,false,0,0,0
synthetic_union_2x8,100,500,25,15,0.006,0.547,0.065,0.006,10.769428,false,2,1,560,100,24000,false,false,0,0,0
synthetic_complement_4x4,100,500,25,15,0.007,0.825,0.091,0.007,13.198969,false,4,2,800,100,24000,false,false,0,0,0
hierarchy_100,100,500,25,15,0.050,0.047,0.044,0.047,0.925831,false,0,10,0,100,24000,false,false,0,0,0
univ_bench,100,500,25,15,0.011,0.008,0.008,0.008,1.014757,false,0,1,0,100,24000,false,false,0,0,0
synthetic_union_1x4,100,500,25,30,0.005,0.225,0.016,0.005,3.370255,false,1,1,140,100,24000,false,false,0,0,0
synthetic_union_2x8,100,500,25,30,0.005,0.485,0.044,0.005,7.987324,false,2,1,560,100,24000,false,false,0,0,0
synthetic_complement_4x4,100,500,25,30,0.006,1.208,0.108,0.006,17.271052,false,4,2,1040,100,24000,false,false,0,0,0
hierarchy_100,100,500,25,30,0.040,0.031,0.031,0.031,0.979415,false,0,10,0,100,24000,false,false,0,0,0
univ_bench,100,500,25,30,0.008,0.006,0.006,0.006,0.981187,false,0,1,0,100,24000,false,false,0,0,0
synthetic_union_1x4,100,500,50,15,0.003,0.230,0.007,0.003,2.173480,false,1,1,240,100,24000,false,false,0,0,0
synthetic_union_2x8,100,500,50,15,0.005,0.462,0.066,0.005,12.056623,false,2,1,960,100,24000,false,false,0,0,0
synthetic_complement_4x4,100,500,50,15,0.005,1.938,0.093,0.005,17.798597,false,4,2,1200,100,24000,false,false,0,0,0
hierarchy_100,100,500,50,15,0.040,0.034,0.033,0.034,0.963902,false,0,10,0,100,24000,false,false,0,0,0
univ_bench,100,500,50,15,0.008,0.006,0.006,0.006,0.952809,false,0,1,0,100,24000,false,false,0,0,0
synthetic_union_1x4,100,500,50,30,0.003,0.251,0.016,0.003,4.904961,false,1,1,240,100,24000,false,false,0,0,0
synthetic_union_2x8,100,500,50,30,0.009,0.477,0.129,0.009,14.095243,false,2,1,960,100,24000,false,false,0,0,0
synthetic_complement_4x4,100,500,50,30,0.005,0.722,0.076,0.005,14.956667,false,4,2,1440,100,24000,false,false,0,0,0
hierarchy_100,100,500,50,30,0.037,0.038,0.033,0.037,0.897236,false,0,10,0,100,24000,false,false,0,0,0
univ_bench,100,500,50,30,0.010,0.006,0.006,0.006,0.906559,false,0,1,0,100,24000,false,false,0,0,0
synthetic_union_1x4,100,500,75,15,0.003,0.309,0.009,0.003,2.777407,false,1,1,340,100,24000,false,false,0,0,0
synthetic_union_2x8,100,500,75,15,0.006,0.420,0.040,0.006,7.120322,false,2,1,1360,100,24000,false,false,0,0,0
synthetic_complement_4x4,100,500,75,15,0.009,1.595,0.125,0.009,14.325290,false,4,2,1600,100,24000,false,false,0,0,0
hierarchy_100,100,500,75,15,0.059,0.044,0.032,0.044,0.711296,false,0,10,0,100,24000,false,false,0,0,0
univ_bench,100,500,75,15,0.008,0.006,0.006,0.006,1.014846,false,0,1,0,100,24000,false,false,0,0,0
synthetic_union_1x4,100,500,75,30,0.003,0.462,0.045,0.003,13.468920,false,1,1,340,100,24000,false,false,0,0,0
synthetic_union_2x8,100,500,75,30,0.006,0.417,0.050,0.006,8.429335,false,2,1,1360,100,24000,false,false,0,0,0
synthetic_complement_4x4,100,500,75,30,0.004,0.838,0.099,0.004,23.751106,false,4,2,1840,100,24000,false,false,0,0,0
hierarchy_100,100,500,75,30,0.082,0.046,0.048,0.046,1.046260,false,0,10,0,100,24000,false,false,0,0,0
univ_bench,100,500,75,30,0.014,0.006,0.006,0.006,0.959936,false,0,1,0,100,24000,false,false,0,0,0
synthetic_union_1x4,100,1000,25,15,0.004,0.225,0.009,0.004,2.348645,false,1,1,140,100,48000,false,false,0,0,0
synthetic_union_2x8,100,1000,25,15,0.007,0.521,0.066,0.007,9.711747,false,2,1,560,100,48000,false,false,0,0,0
synthetic_complement_4x4,100,1000,25,15,0.005,0.785,0.101,0.005,19.405335,false,4,2,800,100,48000,false,false,0,0,0
hierarchy_100,100,1000,25,15,0.067,0.052,0.053,0.052,1.025844,false,0,10,0,100,48000,false,false,0,0,0
univ_bench,100,1000,25,15,0.010,0.006,0.006,0.006,0.934479,false,0,1,0,100,48000,false,false,0,0,0
synthetic_union_1x4,100,1000,25,30,0.004,0.255,0.007,0.004,1.944860,false,1,1,140,100,48000,false,false,0,0,0
synthetic_union_2x8,100,1000,25,30,0.006,0.391,0.116,0.006,18.196524,false,2,1,560,100,48000,false,false,0,0,0
synthetic_complement_4x4,100,1000,25,30,0.010,0.900,0.062,0.010,6.457408,false,4,2,1040,100,48000,false,false,0,0,0
hierarchy_100,100,1000,25,30,0.046,0.033,0.034,0.033,1.025944,false,0,10,0,100,48000,false,false,0,0,0
univ_bench,100,1000,25,30,0.008,0.006,0.006,0.006,1.011556,false,0,1,0,100,48000,false,false,0,0,0
synthetic_union_1x4,100,1000,50,15,0.008,0.273,0.007,0.008,0.842952,false,1,1,240,100,48000,false,false,0,0,0
synthetic_union_2x8,100,1000,50,15,0.012,0.421,0.053,0.012,4.641890,false,2,1,960,100,48000,false,false,0,0,0
synthetic_complement_4x4,100,1000,50,15,0.008,0.873,0.094,0.008,11.827094,false,4,2,1200,100,48000,false,false,0,0,0
hierarchy_100,100,1000,50,15,0.037,0.031,0.031,0.031,0.993007,false,0,10,0,100,48000,false,false,0,0,0
univ_bench,100,1000,50,15,0.007,0.007,0.013,0.007,1.837981,false,0,1,0,100,48000,false,false,0,0,0
synthetic_union_1x4,100,1000,50,30,0.005,0.252,0.018,0.005,3.435591,false,1,1,240,100,48000,false,false,0,0,0
synthetic_union_2x8,100,1000,50,30,0.004,0.420,0.032,0.004,9.011895,false,2,1,960,100,48000,false,false,0,0,0
synthetic_complement_4x4,100,1000,50,30,0.004,0.713,0.098,0.004,23.637340,false,4,2,1440,100,48000,false,false,0,0,0
hierarchy_100,100,1000,50,30,0.039,0.034,0.033,0.034,0.985209,false,0,10,0,100,48000,false,false,0,0,0
univ_bench,100,1000,50,30,0.008,0.006,0.006,0.006,0.932212,false,0,1,0,100,48000,false,false,0,0,0
synthetic_union_1x4,100,1000,75,15,0.003,0.248,0.009,0.003,2.594898,false,1,1,340,100,48000,false,false,0,0,0
synthetic_union_2x8,100,1000,75,15,0.005,0.409,0.077,0.005,14.897252,false,2,1,1360,100,48000,false,false,0,0,0
synthetic_complement_4x4,100,1000,75,15,0.007,0.794,0.060,0.007,8.999699,false,4,2,1600,100,48000,false,false,0,0,0
hierarchy_100,100,1000,75,15,0.060,0.036,0.040,0.036,1.105190,false,0,10,0,100,48000,false,false,0,0,0
univ_bench,100,1000,75,15,0.008,0.006,0.006,0.006,0.886166,false,0,1,0,100,48000,false,false,0,0,0
synthetic_union_1x4,100,1000,75,30,0.003,0.257,0.015,0.003,4.580024,false,1,1,340,100,48000,false,false,0,0,0
synthetic_union_2x8,100,1000,75,30,0.015,0.453,0.067,0.015,4.566393,false,2,1,1360,100,48000,false,false,0,0,0
synthetic_complement_4x4,100,1000,75,30,0.006,0.859,0.118,0.006,20.409916,false,4,2,1840,100,48000,false,false,0,0,0
hierarchy_100,100,1000,75,30,0.048,0.040,0.041,0.040,1.016368,false,0,10,0,100,48000,false,false,0,0,0
univ_bench,100,1000,75,30,0.010,0.008,0.007,0.008,0.953165,false,0,1,0,100,48000,false,false,0,0,0
synthetic_union_1x4,200,250,25,15,0.004,0.269,0.034,0.004,8.164978,false,1,1,140,200,12000,false,false,0,0,0
synthetic_union_2x8,200,250,25,15,0.009,0.432,0.069,0.009,7.967779,false,2,1,560,200,12000,false,false,0,0,0
synthetic_complement_4x4,200,250,25,15,0.006,0.670,0.108,0.006,17.078072,false,4,2,800,200,12000,false,false,0,0,0
hierarchy_100,200,250,25,15,0.037,0.036,0.033,0.036,0.921948,false,0,10,0,200,12000,false,false,0,0,0
univ_bench,200,250,25,15,0.008,0.006,0.006,0.006,0.901938,false,0,1,0,200,12000,false,false,0,0,0
synthetic_union_1x4,200,250,25,30,0.005,0.209,0.008,0.005,1.617256,false,1,1,140,200,12000,false,false,0,0,0
synthetic_union_2x8,200,250,25,30,0.004,0.439,0.071,0.004,16.406174,false,2,1,560,200,12000,false,false,0,0,0
synthetic_complement_4x4,200,250,25,30,0.005,1.645,0.083,0.005,15.458571,false,4,2,1040,200,12000,false,false,0,0,0
hierarchy_100,200,250,25,30,0.036,0.031,0.031,0.031,1.006667,false,0,10,0,200,12000,false,false,0,0,0
univ_bench,200,250,25,30,0.008,0.006,0.006,0.006,0.927281,false,0,1,0,200,12000,false,false,0,0,0
synthetic_union_1x4,200,250,50,15,0.003,0.288,0.015,0.003,4.449132,false,1,1,240,200,12000,false,false,0,0,0
synthetic_union_2x8,200,250,50,15,0.010,0.351,0.049,0.010,4.697434,false,2,1,960,200,12000,false,false,0,0,0
synthetic_complement_4x4,200,250,50,15,0.006,0.913,0.069,0.006,10.948515,false,4,2,1200,200,12000,false,false,0,0,0
hierarchy_100,200,250,50,15,0.035,0.031,0.031,0.031,0.982843,false,0,10,0,200,12000,false,false,0,0,0
univ_bench,200,250,50,15,0.008,0.006,0.006,0.006,1.033328,false,0,1,0,200,12000,false,false,0,0,0
synthetic_union_1x4,200,250,50,30,0.004,0.236,0.009,0.004,2.536962,false,1,1,240,200,12000,false,false,0,0,0
synthetic_union_2x8,200,250,50,30,0.006,0.369,0.080,0.006,14.187994,false,2,1,960,200,12000,false,false,0,0,0
synthetic_complement_4x4,200,250,50,30,0.004,0.716,0.093,0.004,21.379188,false,4,2,1440,200,12000,false,false,0,0,0
hierarchy_100,200,250,50,30,0.037,0.038,0.034,0.037,0.922709,false,0,10,0,200,12000,false,false,0,0,0
univ_bench,200,250,50,30,0.008,0.006,0.006,0.006,0.941683,false,0,1,0,200,12000,false,false,0,0,0
synthetic_union_1x4,200,250,75,15,0.003,0.253,0.016,0.003,4.709230,false,1,1,340,200,12000,false,false,0,0,0
synthetic_union_2x8,200,250,75,15,0.007,0.436,0.083,0.007,11.611719,false,2,1,1360,200,12000,false,false,0,0,0
synthetic_complement_4x4,200,250,75,15,0.006,1.098,0.070,0.006,11.475126,false,4,2,1600,200,12000,false,false,0,0,0
hierarchy_100,200,250,75,15,0.037,0.036,0.032,0.036,0.878996,false,0,10,0,200,12000,false,false,0,0,0
univ_bench,200,250,75,15,0.007,0.006,0.006,0.006,0.951868,false,0,1,0,200,12000,false,false,0,0,0
synthetic_union_1x4,200,250,75,30,0.003,0.250,0.012,0.003,3.773388,false,1,1,340,200,12000,false,false,0,0,0
synthetic_union_2x8,200,250,75,30,0.016,0.349,0.103,0.016,6.284398,false,2,1,1360,200,12000,false,false,0,0,0
synthetic_complement_4x4,200,250,75,30,0.007,1.390,0.101,0.007,13.484195,false,4,2,1840,200,12000,false,false,0,0,0
hierarchy_100,200,250,75,30,0.039,0.033,0.049,0.033,1.485103,false,0,10,0,200,12000,false,false,0,0,0
univ_bench,200,250,75,30,0.010,0.006,0.006,0.006,0.872170,false,0,1,0,200,12000,false,false,0,0,0
synthetic_union_1x4,200,500,25,15,0.003,0.284,0.020,0.003,5.680750,false,1,1,140,200,24000,false,false,0,0,0
synthetic_union_2x8,200,500,25,15,0.014,0.440,0.040,0.014,2.886204,false,2,1,560,200,24000,false,false,0,0,0
synthetic_complement_4x4,200,500,25,15,0.006,0.710,0.089,0.006,14.945705,false,4,2,800,200,24000,false,false,0,0,0
hierarchy_100,200,500,25,15,0.051,0.056,0.040,0.051,0.790785,false,0,10,0,200,24000,false,false,0,0,0
univ_bench,200,500,25,15,0.014,0.008,0.008,0.008,0.976203,false,0,1,0,200,24000,false,false,0,0,0
synthetic_union_1x4,200,500,25,30,0.005,0.235,0.010,0.005,2.072807,false,1,1,140,200,24000,false,false,0,0,0
synthetic_union_2x8,200,500,25,30,0.005,0.376,0.059,0.005,11.650313,false,2,1,560,200,24000,false,false,0,0,0
synthetic_complement_4x4,200,500,25,30,0.005,1.331,0.097,0.005,18.152156,false,4,2,1040,200,24000,false,false,0,0,0
hierarchy_100,200,500,25,30,0.046,0.032,0.031,0.032,0.984460,false,0,10,0,200,24000,false,false,0,0,0
univ_bench,200,500,25,30,0.008,0.006,0.006,0.006,0.919662,false,0,1,0,200,24000,false,false,0,0,0
