case,parallel_threshold,cost_threshold_us,cost_per_operand_us,cost_per_nesting_us,sequential_ms,forced_parallel_ms,adaptive_ms,best_baseline_ms,regret,used_parallel,disjunctions_detected,estimated_branch_count,estimated_cost_us,branch_threshold,cost_gate_threshold_us,branch_gate_passed,cost_gate_passed,branches_created,branches_pruned,nogood_hits
synthetic_union_1x4,200,500,50,15,0.003,0.245,0.008,0.003,2.250622,false,1,1,240,200,24000,false,false,0,0,0
synthetic_union_2x8,200,500,50,15,0.005,0.468,0.086,0.005,16.498568,false,2,1,960,200,24000,false,false,0,0,0
synthetic_complement_4x4,200,500,50,15,0.007,0.629,0.085,0.007,12.920557,false,4,2,1200,200,24000,false,false,0,0,0
hierarchy_100,200,500,50,15,0.054,0.038,0.038,0.038,1.002101,false,0,10,0,200,24000,false,false,0,0,0
univ_bench,200,500,50,15,0.009,0.008,0.007,0.008,0.833232,false,0,1,0,200,24000,false,false,0,0,0
synthetic_union_1x4,200,500,50,30,0.004,0.284,0.019,0.004,4.834493,false,1,1,240,200,24000,false,false,0,0,0
synthetic_union_2x8,200,500,50,30,0.008,0.438,0.040,0.008,5.001922,false,2,1,960,200,24000,false,false,0,0,0
synthetic_complement_4x4,200,500,50,30,0.005,0.874,0.103,0.005,19.845917,false,4,2,1440,200,24000,false,false,0,0,0
hierarchy_100,200,500,50,30,0.063,0.047,0.044,0.047,0.945919,false,0,10,0,200,24000,false,false,0,0,0
univ_bench,200,500,50,30,0.010,0.006,0.012,0.006,1.894536,false,0,1,0,200,24000,false,false,0,0,0
synthetic_union_1x4,200,500,75,15,0.006,0.204,0.008,0.006,1.372654,false,1,1,340,200,24000,false,false,0,0,0
synthetic_union_2x8,200,500,75,15,0.006,0.391,0.039,0.006,6.294339,false,2,1,1360,200,24000,false,false,0,0,0
synthetic_complement_4x4,200,500,75,15,0.004,0.835,0.071,0.004,15.791370,false,4,2,1600,200,24000,false,false,0,0,0
hierarchy_100,200,500,75,15,0.049,0.035,0.034,0.035,0.974860,false,0,10,0,200,24000,false,false,0,0,0
univ_bench,200,500,75,15,0.008,0.006,0.006,0.006,0.993807,false,0,1,0,200,24000,false,false,0,0,0
synthetic_union_1x4,200,500,75,30,0.003,0.209,0.008,0.003,2.313835,false,1,1,340,200,24000,false,false,0,0,0
synthetic_union_2x8,200,500,75,30,0.005,0.407,0.073,0.005,14.056960,false,2,1,1360,200,24000,false,false,0,0,0
synthetic_complement_4x4,200,500,75,30,0.005,0.801,0.091,0.005,17.510012,false,4,2,1840,200,24000,false,false,0,0,0
hierarchy_100,200,500,75,30,0.044,0.033,0.033,0.033,1.007089,false,0,10,0,200,24000,false,false,0,0,0
univ_bench,200,500,75,30,0.008,0.006,0.006,0.006,0.946702,false,0,1,0,200,24000,false,false,0,0,0
synthetic_union_1x4,200,1000,25,15,0.004,0.208,0.018,0.004,5.088883,false,1,1,140,200,48000,false,false,0,0,0
synthetic_union_2x8,200,1000,25,15,0.008,0.408,0.085,0.008,10.011458,false,2,1,560,200,48000,false,false,0,0,0
synthetic_complement_4x4,200,1000,25,15,0.005,0.669,0.098,0.005,18.490270,false,4,2,800,200,48000,false,false,0,0,0
hierarchy_100,200,1000,25,15,0.051,0.032,0.032,0.032,0.973897,false,0,10,0,200,48000,false,false,0,0,0
univ_bench,200,1000,25,15,0.008,0.007,0.006,0.007,0.915528,false,0,1,0,200,48000,false,false,0,0,0
synthetic_union_1x4,200,1000,25,30,0.003,0.223,0.019,0.003,5.664729,false,1,1,140,200,48000,false,false,0,0,0
synthetic_union_2x8,200,1000,25,30,0.006,0.408,0.056,0.006,9.528666,false,2,1,560,200,48000,false,false,0,0,0
synthetic_complement_4x4,200,1000,25,30,0.004,1.449,0.078,0.004,18.662714,false,4,2,1040,200,48000,false,false,0,0,0
hierarchy_100,200,1000,25,30,0.047,0.032,0.031,0.032,0.991311,false,0,10,0,200,48000,false,false,0,0,0
univ_bench,200,1000,25,30,0.008,0.006,0.006,0.006,0.969721,false,0,1,0,200,48000,false,false,0,0,0
synthetic_union_1x4,200,1000,50,15,0.003,0.263,0.009,0.003,2.759093,false,1,1,240,200,48000,false,false,0,0,0
synthetic_union_2x8,200,1000,50,15,0.006,0.457,0.033,0.006,5.521308,false,2,1,960,200,48000,false,false,0,0,0
synthetic_complement_4x4,200,1000,50,15,0.005,1.730,0.071,0.005,14.957478,false,4,2,1200,200,48000,false,false,0,0,0
hierarchy_100,200,1000,50,15,0.088,0.053,0.068,0.053,1.283583,false,0,10,0,200,48000,false,false,0,0,0
univ_bench,200,1000,50,15,0.012,0.007,0.006,0.007,0.955592,false,0,1,0,200,48000,false,false,0,0,0
synthetic_union_1x4,200,1000,50,30,0.004,0.257,0.008,0.004,2.204694,false,1,1,240,200,48000,false,false,0,0,0
synthetic_union_2x8,200,1000,50,30,0.007,0.516,0.033,0.007,4.781592,false,2,1,960,200,48000,false,false,0,0,0
synthetic_complement_4x4,200,1000,50,30,0.004,1.271,0.074,0.004,16.713541,false,4,2,1440,200,48000,false,false,0,0,0
hierarchy_100,200,1000,50,30,0.053,0.037,0.037,0.037,1.012822,false,0,10,0,200,48000,false,false,0,0,0
univ_bench,200,1000,50,30,0.008,0.006,0.006,0.006,0.933542,false,0,1,0,200,48000,false,false,0,0,0
synthetic_union_1x4,200,1000,75,15,0.003,0.234,0.008,0.003,2.279644,false,1,1,340,200,48000,false,false,0,0,0
synthetic_union_2x8,200,1000,75,15,0.006,0.421,0.066,0.006,11.207689,false,2,1,1360,200,48000,false,false,0,0,0
synthetic_complement_4x4,200,1000,75,15,0.006,0.645,0.104,0.006,16.320938,false,4,2,1600,200,48000,false,false,0,0,0
hierarchy_100,200,1000,75,15,0.076,0.046,0.049,0.046,1.070726,false,0,10,0,200,48000,false,false,0,0,0
univ_bench,200,1000,75,15,0.010,0.008,0.008,0.008,0.946154,false,0,1,0,200,48000,false,false,0,0,0
synthetic_union_1x4,200,1000,75,30,0.004,0.247,0.014,0.004,3.249290,false,1,1,340,200,48000,false,false,0,0,0
synthetic_union_2x8,200,1000,75,30,0.018,0.418,0.161,0.018,8.921537,false,2,1,1360,200,48000,false,false,0,0,0
synthetic_complement_4x4,200,1000,75,30,0.005,1.008,0.088,0.005,19.563491,false,4,2,1840,200,48000,false,false,0,0,0
hierarchy_100,200,1000,75,30,0.041,0.034,0.035,0.034,1.025764,false,0,10,0,200,48000,false,false,0,0,0
univ_bench,200,1000,75,30,0.008,0.006,0.006,0.006,0.917477,false,0,1,0,200,48000,false,false,0,0,0
