case,parallel_threshold,cost_threshold_us,cost_per_operand_us,cost_per_nesting_us,sequential_ms,forced_parallel_ms,adaptive_ms,best_baseline_ms,regret,used_parallel,disjunctions_detected,estimated_branch_count,estimated_cost_us,branch_threshold,cost_gate_threshold_us,branch_gate_passed,cost_gate_passed,branches_created,branches_pruned,nogood_hits
synthetic_union_1x4,10,1,50,15,0.003,3.351,0.004,0.003,1.273734,false,1,1,240,10,48,false,true,0,0,0
synthetic_union_2x8,10,1,50,15,0.001,0.551,0.018,0.001,12.886139,false,2,1,960,10,48,false,true,0,0,0
synthetic_complement_4x4,10,1,50,15,0.001,1.919,0.031,0.001,22.317757,false,4,2,1200,10,48,false,true,0,0,0
synthetic_union_6x8,10,1,50,15,0.002,3888.087,0.078,0.002,34.578063,false,6,5,2880,10,48,false,true,0,0,0
synthetic_complement_6x6,10,1,50,15,0.036,367.597,0.073,0.036,2.042870,false,6,4,2700,10,48,false,true,0,0,0
hierarchy_100,10,1,50,15,1.333,0.698,0.022,0.698,0.031891,false,0,10,0,10,48,false,false,0,0,0
univ_bench,10,1,50,15,0.009,0.002,0.002,0.002,0.778623,false,0,1,0,10,48,false,false,0,0,0
synthetic_union_1x4,10,1,50,30,0.003,3.351,0.003,0.003,1.074367,false,1,1,240,10,48,false,true,0,0,0
synthetic_union_2x8,10,1,50,30,0.001,0.551,0.018,0.001,12.391089,false,2,1,960,10,48,false,true,0,0,0
synthetic_complement_4x4,10,1,50,30,0.001,1.919,0.030,0.001,21.782171,false,4,2,1440,10,48,false,true,0,0,0
synthetic_union_6x8,10,1,50,30,0.002,3888.087,0.077,0.002,34.148607,false,6,5,2880,10,48,false,true,0,0,0
synthetic_complement_6x6,10,1,50,30,0.036,367.597,0.072,0.036,2.021742,false,6,4,3240,10,48,false,true,0,0,0
hierarchy_100,10,1,50,30,1.333,0.698,0.022,0.698,0.031230,false,0,10,0,10,48,false,false,0,0,0
univ_bench,10,1,50,30,0.009,0.002,0.001,0.002,0.640877,false,0,1,0,10,48,false,false,0,0,0
synthetic_union_1x4,10,5,25,15,0.003,3.351,0.003,0.003,1.084494,false,1,1,140,10,240,false,false,0,0,0
synthetic_union_2x8,10,5,25,15,0.001,0.551,0.018,0.001,12.390382,false,2,1,560,10,240,false,true,0,0,0
synthetic_complement_4x4,10,5,25,15,0.001,1.919,0.030,0.001,21.734723,false,4,2,800,10,240,false,true,0,0,0
synthetic_union_6x8,10,5,25,15,0.002,3888.087,0.078,0.002,34.643963,false,6,5,1680,10,240,false,true,0,0,0
synthetic_complement_6x6,10,5,25,15,0.036,367.597,0.072,0.036,2.013805,false,6,4,1800,10,240,false,true,0,0,0
hierarchy_100,10,5,25,15,1.333,0.698,0.022,0.698,0.031734,false,0,10,0,10,240,false,false,0,0,0
univ_bench,10,5,25,15,0.009,0.002,0.001,0.002,0.602862,false,0,1,0,10,240,false,false,0,0,0
synthetic_union_1x4,10,5,25,30,0.003,3.351,0.003,0.003,1.097468,false,1,1,140,10,240,false,false,0,0,0
synthetic_union_2x8,10,5,25,30,0.001,0.551,0.018,0.001,12.486563,false,2,1,560,10,240,false,true,0,0,0
synthetic_complement_4x4,10,5,25,30,0.001,1.919,0.030,0.001,21.884975,false,4,2,1040,10,240,false,true,0,0,0
synthetic_union_6x8,10,5,25,30,0.002,3888.087,0.080,0.002,35.451128,false,6,5,1680,10,240,false,true,0,0,0
synthetic_complement_6x6,10,5,25,30,0.036,367.597,0.072,0.036,2.016097,false,6,4,2340,10,240,false,true,0,0,0
hierarchy_100,10,5,25,30,1.333,0.698,0.022,0.698,0.030986,false,0,10,0,10,240,false,false,0,0,0
univ_bench,10,5,25,30,0.009,0.002,0.001,0.002,0.652057,false,0,1,0,10,240,false,false,0,0,0
synthetic_union_1x4,10,5,50,15,0.003,3.351,0.004,0.003,1.163291,false,1,1,240,10,240,false,true,0,0,0
synthetic_union_2x8,10,5,50,15,0.001,0.551,0.017,0.001,12.346535,false,2,1,960,10,240,false,true,0,0,0
synthetic_complement_4x4,10,5,50,15,0.001,1.919,0.030,0.001,21.373113,false,4,2,1200,10,240,false,true,0,0,0
synthetic_union_6x8,10,5,50,15,0.002,3888.087,0.079,0.002,34.829721,false,6,5,2880,10,240,false,true,0,0,0
synthetic_complement_6x6,10,5,50,15,0.036,367.597,0.071,0.036,1.986250,false,6,4,2700,10,240,false,true,0,0,0
hierarchy_100,10,5,50,15,1.333,0.698,0.020,0.698,0.028864,false,0,10,0,10,240,false,false,0,0,0
univ_bench,10,5,50,15,0.009,0.002,0.001,0.002,0.613596,false,0,1,0,10,240,false,false,0,0,0
synthetic_union_1x4,10,5,50,30,0.003,3.351,0.003,0.003,0.904430,false,1,1,240,10,240,false,true,0,0,0
synthetic_union_2x8,10,5,50,30,0.001,0.551,0.017,0.001,12.327440,false,2,1,960,10,240,false,true,0,0,0
synthetic_complement_4x4,10,5,50,30,0.001,1.919,0.029,0.001,20.977714,false,4,2,1440,10,240,false,true,0,0,0
synthetic_union_6x8,10,5,50,30,0.002,3888.087,0.078,0.002,34.662539,false,6,5,2880,10,240,false,true,0,0,0
synthetic_complement_6x6,10,5,50,30,0.036,367.597,0.071,0.036,1.970209,false,6,4,3240,10,240,false,true,0,0,0
hierarchy_100,10,5,50,30,1.333,0.698,0.020,0.698,0.029179,false,0,10,0,10,240,false,false,0,0,0
univ_bench,10,5,50,30,0.009,0.002,0.001,0.002,0.610465,false,0,1,0,10,240,false,false,0,0,0
synthetic_union_1x4,10,25,25,15,0.003,3.351,0.003,0.003,0.885759,false,1,1,140,10,1200,false,false,0,0,0
synthetic_union_2x8,10,25,25,15,0.001,0.551,0.017,0.001,11.986563,false,2,1,560,10,1200,false,false,0,0,0
synthetic_complement_4x4,10,25,25,15,0.001,1.919,0.034,0.001,24.748382,false,4,2,800,10,1200,false,false,0,0,0
synthetic_union_6x8,10,25,25,15,0.002,3888.087,0.078,0.002,34.638655,false,6,5,1680,10,1200,false,true,0,0,0
synthetic_complement_6x6,10,25,25,15,0.036,367.597,0.071,0.036,1.976050,false,6,4,1800,10,1200,false,true,0,0,0
hierarchy_100,10,25,25,15,1.333,0.698,0.020,0.698,0.028447,false,0,10,0,10,1200,false,false,0,0,0
univ_bench,10,25,25,15,0.009,0.002,0.001,0.002,0.593918,false,0,1,0,10,1200,false,false,0,0,0
synthetic_union_1x4,10,25,25,30,0.003,3.351,0.003,0.003,0.908544,false,1,1,140,10,1200,false,false,0,0,0
synthetic_union_2x8,10,25,25,30,0.001,0.551,0.017,0.001,12.185290,false,2,1,560,10,1200,false,false,0,0,0
synthetic_complement_4x4,10,25,25,30,0.001,1.919,0.030,0.001,21.890726,false,4,2,1040,10,1200,false,false,0,0,0
synthetic_union_6x8,10,25,25,30,0.002,3888.087,0.093,0.002,41.143742,false,6,5,1680,10,1200,false,true,0,0,0
synthetic_complement_6x6,10,25,25,30,0.036,367.597,0.098,0.036,2.740072,false,6,4,2340,10,1200,false,true,0,0,0
hierarchy_100,10,25,25,30,1.333,0.698,0.027,0.698,0.038474,false,0,10,0,10,1200,false,false,0,0,0
univ_bench,10,25,25,30,0.009,0.002,0.002,0.002,0.778175,false,0,1,0,10,1200,false,false,0,0,0
synthetic_union_1x4,10,25,50,15,0.003,3.351,0.004,0.003,1.121203,false,1,1,240,10,1200,false,false,0,0,0
synthetic_union_2x8,10,25,50,15,0.001,0.551,0.018,0.001,12.990099,false,2,1,960,10,1200,false,false,0,0,0
synthetic_complement_4x4,10,25,50,15,0.001,1.919,0.032,0.001,22.788641,false,4,2,1200,10,1200,false,true,0,0,0
synthetic_union_6x8,10,25,50,15,0.002,3888.087,0.078,0.002,34.560372,false,6,5,2880,10,1200,false,true,0,0,0
synthetic_complement_6x6,10,25,50,15,0.036,367.597,0.071,0.036,1.996367,false,6,4,2700,10,1200,false,true,0,0,0
hierarchy_100,10,25,50,15,1.333,0.698,0.022,0.698,0.030826,false,0,10,0,10,1200,false,false,0,0,0
univ_bench,10,25,50,15,0.009,0.002,0.001,0.002,0.596601,false,0,1,0,10,1200,false,false,0,0,0
synthetic_union_1x4,10,25,50,30,0.003,3.351,0.003,0.003,1.047468,false,1,1,240,10,1200,false,false,0,0,0
synthetic_union_2x8,10,25,50,30,0.001,0.551,0.017,0.001,12.222772,false,2,1,960,10,1200,false,false,0,0,0
synthetic_complement_4x4,10,25,50,30,0.001,1.919,0.031,0.001,22.061826,false,4,2,1440,10,1200,false,true,0,0,0
synthetic_union_6x8,10,25,50,30,0.002,3888.087,0.077,0.002,34.137550,false,6,5,2880,10,1200,false,true,0,0,0
synthetic_complement_6x6,10,25,50,30,0.036,367.597,0.071,0.036,1.981611,false,6,4,3240,10,1200,false,true,0,0,0
hierarchy_100,10,25,50,30,1.333,0.698,0.021,0.698,0.030319,false,0,10,0,10,1200,false,false,0,0,0
univ_bench,10,25,50,30,0.009,0.002,0.002,0.002,0.863148,false,0,1,0,10,1200,false,false,0,0,0
synthetic_union_1x4,50,1,25,15,0.003,3.351,0.003,0.003,1.078165,false,1,1,140,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,25,15,0.001,0.551,0.018,0.001,12.395332,false,2,1,560,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,25,15,0.001,1.919,0.031,0.001,22.015097,false,4,2,800,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,25,15,0.002,3888.087,0.077,0.002,34.010615,false,6,5,1680,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,25,15,0.036,367.597,0.070,0.036,1.965151,false,6,4,1800,50,48,false,true,0,0,0
hierarchy_100,50,1,25,15,1.333,0.698,0.021,0.698,0.030313,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,25,15,0.009,0.002,0.001,0.002,0.587657,false,0,1,0,50,48,false,false,0,0,0
synthetic_union_1x4,50,1,25,30,0.003,3.351,0.003,0.003,0.936709,false,1,1,140,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,25,30,0.001,0.551,0.017,0.001,12.056577,false,2,1,560,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,25,30,0.001,1.919,0.030,0.001,21.841840,false,4,2,1040,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,25,30,0.002,3888.087,0.077,0.002,33.951349,false,6,5,1680,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,25,30,0.036,367.597,0.071,0.036,1.980214,false,6,4,2340,50,48,false,true,0,0,0
hierarchy_100,50,1,25,30,1.333,0.698,0.021,0.698,0.029776,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,25,30,0.009,0.002,0.001,0.002,0.564401,false,0,1,0,50,48,false,false,0,0,0
synthetic_union_1x4,50,1,50,15,0.003,3.351,0.003,0.003,0.899684,false,1,1,240,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,50,15,0.001,0.551,0.017,0.001,12.165488,false,2,1,960,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,50,15,0.001,1.919,0.030,0.001,21.769950,false,4,2,1200,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,50,15,0.002,3888.087,0.077,0.002,33.948695,false,6,5,2880,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,50,15,0.036,367.597,0.070,0.036,1.954895,false,6,4,2700,50,48,false,true,0,0,0
hierarchy_100,50,1,50,15,1.333,0.698,0.021,0.698,0.029752,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,50,15,0.009,0.002,0.001,0.002,0.550537,false,0,1,0,50,48,false,false,0,0,0
synthetic_union_1x4,50,1,50,30,0.003,3.351,0.003,0.003,0.887658,false,1,1,240,50,48,false,true,0,0,0
synthetic_union_2x8,50,1,50,30,0.001,0.551,0.017,0.001,12.168317,false,2,1,960,50,48,false,true,0,0,0
synthetic_complement_4x4,50,1,50,30,0.001,1.919,0.030,0.001,21.354421,false,4,2,1440,50,48,false,true,0,0,0
synthetic_union_6x8,50,1,50,30,0.002,3888.087,0.076,0.002,33.731977,false,6,5,2880,50,48,false,true,0,0,0
synthetic_complement_6x6,50,1,50,30,0.036,367.597,0.070,0.036,1.942403,false,6,4,3240,50,48,false,true,0,0,0
hierarchy_100,50,1,50,30,1.333,0.698,0.020,0.698,0.028608,false,0,10,0,50,48,false,false,0,0,0
univ_bench,50,1,50,30,0.009,0.002,0.001,0.002,0.535778,false,0,1,0,50,48,false,false,0,0,0
synthetic_union_1x4,50,5,25,15,0.003,3.351,0.003,0.003,0.894620,false,1,1,140,50,240,false,false,0,0,0
synthetic_union_2x8,50,5,25,15,0.001,0.551,0.025,0.001,17.891796,false,2,1,560,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,25,15,0.001,1.919,0.030,0.001,21.792236,false,4,2,800,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,25,15,0.002,3888.087,0.076,0.002,33.786820,false,6,5,1680,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,25,15,0.036,367.597,0.070,0.036,1.961043,false,6,4,1800,50,240,false,true,0,0,0
hierarchy_100,50,5,25,15,1.333,0.698,0.020,0.698,0.028242,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,25,15,0.009,0.002,0.001,0.002,0.579606,false,0,1,0,50,240,false,false,0,0,0
synthetic_union_1x4,50,5,25,30,0.003,3.351,0.001,0.003,0.378481,false,1,1,140,50,240,false,false,0,0,0
synthetic_union_2x8,50,5,25,30,0.001,0.551,0.017,0.001,12.118105,false,2,1,560,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,25,30,0.001,1.919,0.029,0.001,21.133717,false,4,2,1040,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,25,30,0.002,3888.087,0.076,0.002,33.787262,false,6,5,1680,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,25,30,0.036,367.597,0.071,0.036,1.995026,false,6,4,2340,50,240,false,true,0,0,0
hierarchy_100,50,5,25,30,1.333,0.698,0.021,0.698,0.029812,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,25,30,0.009,0.002,0.001,0.002,0.627460,false,0,1,0,50,240,false,false,0,0,0
synthetic_union_1x4,50,5,50,15,0.003,3.351,0.003,0.003,0.975633,false,1,1,240,50,240,false,true,0,0,0
synthetic_union_2x8,50,5,50,15,0.001,0.551,0.017,0.001,12.330976,false,2,1,960,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,50,15,0.001,1.919,0.029,0.001,21.165349,false,4,2,1200,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,50,15,0.002,3888.087,0.076,0.002,33.760283,false,6,5,2880,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,50,15,0.036,367.597,0.071,0.036,1.974820,false,6,4,2700,50,240,false,true,0,0,0
hierarchy_100,50,5,50,15,1.333,0.698,0.020,0.698,0.028892,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,50,15,0.009,0.002,0.001,0.002,0.623435,false,0,1,0,50,240,false,false,0,0,0
synthetic_union_1x4,50,5,50,30,0.003,3.351,0.003,0.003,0.942089,false,1,1,240,50,240,false,true,0,0,0
synthetic_union_2x8,50,5,50,30,0.001,0.551,0.017,0.001,12.144979,false,2,1,960,50,240,false,true,0,0,0
synthetic_complement_4x4,50,5,50,30,0.001,1.919,0.029,0.001,21.107117,false,4,2,1440,50,240,false,true,0,0,0
synthetic_union_6x8,50,5,50,30,0.002,3888.087,0.076,0.002,33.603715,false,6,5,2880,50,240,false,true,0,0,0
synthetic_complement_6x6,50,5,50,30,0.036,367.597,0.079,0.036,2.220021,false,6,4,3240,50,240,false,true,0,0,0
hierarchy_100,50,5,50,30,1.333,0.698,0.023,0.698,0.032229,false,0,10,0,50,240,false,false,0,0,0
univ_bench,50,5,50,30,0.009,0.002,0.002,0.002,0.706619,false,0,1,0,50,240,false,false,0,0,0
synthetic_union_1x4,50,25,25,15,0.003,3.351,0.003,0.003,1.001899,false,1,1,140,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,25,15,0.001,0.551,0.037,0.001,26.393211,false,2,1,560,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,25,15,0.001,1.919,0.030,0.001,21.588066,false,4,2,800,50,1200,false,false,0,0,0
synthetic_union_6x8,50,25,25,15,0.002,3888.087,0.077,0.002,33.907121,false,6,5,1680,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,25,15,0.036,367.597,0.071,0.036,1.975463,false,6,4,1800,50,1200,false,true,0,0,0
hierarchy_100,50,25,25,15,1.333,0.698,0.020,0.698,0.028785,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,25,15,0.009,0.002,0.001,0.002,0.599284,false,0,1,0,50,1200,false,false,0,0,0
synthetic_union_1x4,50,25,25,30,0.003,3.351,0.003,0.003,0.938291,false,1,1,140,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,25,30,0.001,0.551,0.018,0.001,12.454031,false,2,1,560,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,25,30,0.001,1.919,0.030,0.001,21.872753,false,4,2,1040,50,1200,false,false,0,0,0
synthetic_union_6x8,50,25,25,30,0.002,3888.087,0.078,0.002,34.477222,false,6,5,1680,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,25,30,0.036,367.597,0.070,0.036,1.951150,false,6,4,2340,50,1200,false,true,0,0,0
hierarchy_100,50,25,25,30,1.333,0.698,0.021,0.698,0.029922,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,25,30,0.009,0.002,0.001,0.002,0.645796,false,0,1,0,50,1200,false,false,0,0,0
synthetic_union_1x4,50,25,50,15,0.003,3.351,0.003,0.003,0.967722,false,1,1,240,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,50,15,0.001,0.551,0.018,0.001,12.457567,false,2,1,960,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,50,15,0.001,1.919,0.030,0.001,21.799425,false,4,2,1200,50,1200,false,true,0,0,0
synthetic_union_6x8,50,25,50,15,0.002,3888.087,0.080,0.002,35.589562,false,6,5,2880,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,50,15,0.036,367.597,0.069,0.036,1.929240,false,6,4,2700,50,1200,false,true,0,0,0
hierarchy_100,50,25,50,15,1.333,0.698,0.021,0.698,0.029431,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,50,15,0.009,0.002,0.001,0.002,0.623882,false,0,1,0,50,1200,false,false,0,0,0
synthetic_union_1x4,50,25,50,30,0.003,3.351,0.003,0.003,0.995253,false,1,1,240,50,1200,false,false,0,0,0
synthetic_union_2x8,50,25,50,30,0.001,0.551,0.018,0.001,12.401697,false,2,1,960,50,1200,false,false,0,0,0
synthetic_complement_4x4,50,25,50,30,0.001,1.919,0.029,0.001,21.185478,false,4,2,1440,50,1200,false,true,0,0,0
synthetic_union_6x8,50,25,50,30,0.002,3888.087,0.078,0.002,34.614772,false,6,5,2880,50,1200,false,true,0,0,0
synthetic_complement_6x6,50,25,50,30,0.036,367.597,0.069,0.036,1.918313,false,6,4,3240,50,1200,false,true,0,0,0
hierarchy_100,50,25,50,30,1.333,0.698,0.021,0.698,0.029672,false,0,10,0,50,1200,false,false,0,0,0
univ_bench,50,25,50,30,0.009,0.002,0.001,0.002,0.636404,false,0,1,0,50,1200,false,false,0,0,0
synthetic_union_1x4,100,1,25,15,0.003,3.351,0.003,0.003,0.924367,false,1,1,140,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,25,15,0.001,0.551,0.026,0.001,18.160537,false,2,1,560,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,25,15,0.001,1.919,0.030,0.001,21.228613,false,4,2,800,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,25,15,0.002,3888.087,0.078,0.002,34.446263,false,6,5,1680,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,25,15,0.036,367.597,0.068,0.036,1.906660,false,6,4,1800,100,48,false,true,0,0,0
hierarchy_100,100,1,25,15,1.333,0.698,0.021,0.698,0.029969,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,25,15,0.009,0.002,0.001,0.002,0.623435,false,0,1,0,100,48,false,false,0,0,0
synthetic_union_1x4,100,1,25,30,0.003,3.351,0.003,0.003,0.954430,false,1,1,140,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,25,30,0.001,0.551,0.017,0.001,11.989392,false,2,1,560,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,25,30,0.001,1.919,0.029,0.001,20.841121,false,4,2,1040,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,25,30,0.002,3888.087,0.087,0.002,38.386997,false,6,5,1680,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,25,30,0.036,367.597,0.071,0.036,1.996115,false,6,4,2340,100,48,false,true,0,0,0
hierarchy_100,100,1,25,30,1.333,0.698,0.021,0.698,0.030141,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,25,30,0.009,0.002,0.001,0.002,0.600626,false,0,1,0,100,48,false,false,0,0,0
synthetic_union_1x4,100,1,50,15,0.003,3.351,0.003,0.003,0.936392,false,1,1,240,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,50,15,0.001,0.551,0.017,0.001,12.289250,false,2,1,960,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,50,15,0.001,1.919,0.031,0.001,21.989935,false,4,2,1200,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,50,15,0.002,3888.087,0.077,0.002,33.906678,false,6,5,2880,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,50,15,0.036,367.597,0.071,0.036,1.980102,false,6,4,2700,100,48,false,true,0,0,0
hierarchy_100,100,1,50,15,1.333,0.698,0.021,0.698,0.030134,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,50,15,0.009,0.002,0.002,0.002,0.893560,false,0,1,0,100,48,false,false,0,0,0
synthetic_union_1x4,100,1,50,30,0.003,3.351,0.005,0.003,1.516456,false,1,1,240,100,48,false,true,0,0,0
synthetic_union_2x8,100,1,50,30,0.001,0.551,0.018,0.001,12.695898,false,2,1,960,100,48,false,true,0,0,0
synthetic_complement_4x4,100,1,50,30,0.001,1.919,0.030,0.001,21.419123,false,4,2,1440,100,48,false,true,0,0,0
synthetic_union_6x8,100,1,50,30,0.002,3888.087,0.076,0.002,33.606369,false,6,5,2880,100,48,false,true,0,0,0
synthetic_complement_6x6,100,1,50,30,0.036,367.597,0.070,0.036,1.950200,false,6,4,3240,100,48,false,true,0,0,0
hierarchy_100,100,1,50,30,1.333,0.698,0.020,0.698,0.028970,false,0,10,0,100,48,false,false,0,0,0
univ_bench,100,1,50,30,0.009,0.002,0.001,0.002,0.589893,false,0,1,0,100,48,false,false,0,0,0
synthetic_union_1x4,100,5,25,15,0.003,3.351,0.003,0.003,0.974051,false,1,1,140,100,240,false,false,0,0,0
synthetic_union_2x8,100,5,25,15,0.001,0.551,0.025,0.001,17.756011,false,2,1,560,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,25,15,0.001,1.919,0.030,0.001,21.524802,false,4,2,800,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,25,15,0.002,3888.087,0.076,0.002,33.768686,false,6,5,1680,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,25,15,0.036,367.597,0.070,0.036,1.966996,false,6,4,1800,100,240,false,true,0,0,0
hierarchy_100,100,5,25,15,1.333,0.698,0.020,0.698,0.028679,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,25,15,0.009,0.002,0.001,0.002,0.584526,false,0,1,0,100,240,false,false,0,0,0
synthetic_union_1x4,100,5,25,30,0.003,3.351,0.003,0.003,0.951266,false,1,1,140,100,240,false,false,0,0,0
synthetic_union_2x8,100,5,25,30,0.001,0.551,0.017,0.001,11.742574,false,2,1,560,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,25,30,0.001,1.919,0.030,0.001,21.283968,false,4,2,1040,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,25,30,0.002,3888.087,0.076,0.002,33.500663,false,6,5,1680,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,25,30,0.036,367.597,0.070,0.036,1.944080,false,6,4,2340,100,240,false,true,0,0,0
hierarchy_100,100,5,25,30,1.333,0.698,0.020,0.698,0.028734,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,25,30,0.009,0.002,0.001,0.002,0.596601,false,0,1,0,100,240,false,false,0,0,0
synthetic_union_1x4,100,5,50,15,0.003,3.351,0.003,0.003,1.025949,false,1,1,240,100,240,false,true,0,0,0
synthetic_union_2x8,100,5,50,15,0.001,0.551,0.017,0.001,11.932107,false,2,1,960,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,50,15,0.001,1.919,0.029,0.001,21.189792,false,4,2,1200,100,240,false,true,0,0,0
synthetic_union_6x8,100,5,50,15,0.002,3888.087,0.076,0.002,33.451128,false,6,5,2880,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,50,15,0.036,367.597,0.070,0.036,1.943101,false,6,4,2700,100,240,false,true,0,0,0
hierarchy_100,100,5,50,15,1.333,0.698,0.020,0.698,0.028330,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,50,15,0.009,0.002,0.001,0.002,0.572004,false,0,1,0,100,240,false,false,0,0,0
synthetic_union_1x4,100,5,50,30,0.003,3.351,0.003,0.003,0.912025,false,1,1,240,100,240,false,true,0,0,0
synthetic_union_2x8,100,5,50,30,0.001,0.551,0.017,0.001,11.720651,false,2,1,960,100,240,false,true,0,0,0
synthetic_complement_4x4,100,5,50,30,0.001,1.919,0.029,0.001,21.189073,false,4,2,1440,100,240,false,true,0,0,0
